GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
Apache Commons BCEL,org.apache.bcel.generic,LOR,0,20,0,0,0,8,0,2,0,2
Apache Commons BCEL,org.apache.bcel.generic,PUSH,275,35,39,3,60,9,32,3,11,3
Apache Commons BCEL,org.apache.bcel.generic,ReturnaddressType,68,0,10,0,16,0,11,0,6,0
Apache Commons BCEL,org.apache.bcel.generic,FCMPL,2,18,0,0,1,7,1,2,1,2
Apache Commons BCEL,org.apache.bcel.generic,ObjectType,45,75,6,8,14,13,7,11,3,8
Apache Commons BCEL,org.apache.bcel.generic,CALOAD,0,20,0,0,0,8,0,2,0,2
Apache Commons BCEL,org.apache.bcel.generic,ATHROW,7,18,0,0,1,7,1,2,1,2
Apache Commons BCEL,org.apache.bcel.generic,DSUB,0,20,0,0,0,8,0,2,0,2
Apache Commons BCEL,org.apache.bcel.generic,DALOAD,0,20,0,0,0,8,0,2,0,2
Apache Commons BCEL,org.apache.bcel.generic,IFLT,11,16,0,0,3,7,2,2,2,2
Apache Commons BCEL,org.apache.bcel.generic,FCMPG,2,18,0,0,1,7,1,2,1,2
Apache Commons BCEL,org.apache.bcel.generic,Type,82,587,5,75,15,138,9,60,4,24
Apache Commons BCEL,org.apache.bcel.generic,FSTORE,0,18,0,0,0,7,0,3,0,3
Apache Commons BCEL,org.apache.bcel.generic,ArrayElementValueGen,110,85,6,4,21,19,7,8,4,6
Apache Commons BCEL,org.apache.bcel.generic,IFNULL,11,16,0,0,3,7,2,2,2,2
Apache Commons BCEL,org.apache.bcel.generic,FNEG,0,20,0,0,0,8,0,2,0,2
Apache Commons BCEL,org.apache.bcel.generic,BIPUSH,28,35,0,0,6,14,4,4,4,4
Apache Commons BCEL,org.apache.bcel.generic,IF_ICMPNE,11,16,0,0,3,7,2,2,2,2
Apache Commons BCEL,org.apache.bcel.generic,ILOAD,0,18,0,0,0,7,0,3,0,3
Apache Commons BCEL,org.apache.bcel.generic,NameSignatureInstruction,51,0,0,0,13,0,5,0,5,0
Apache Commons BCEL,org.apache.bcel.generic,L2D,0,20,0,0,0,8,0,2,0,2
Apache Commons BCEL,org.apache.bcel.generic,L2F,0,20,0,0,0,8,0,2,0,2
Apache Commons BCEL,org.apache.bcel.generic,IFLE,11,16,0,0,3,7,2,2,2,2
Apache Commons BCEL,org.apache.bcel.generic,NEWARRAY,35,44,0,0,7,15,4,6,4,6
Apache Commons BCEL,org.apache.bcel.generic,L2I,0,20,0,0,0,8,0,2,0,2
Apache Commons BCEL,org.apache.bcel.generic,IXOR,0,20,0,0,0,8,0,2,0,2
Apache Commons BCEL,org.apache.bcel.generic,InstructionComparator,14,42,5,9,2,10,4,5,0,2
Apache Commons BCEL,org.apache.bcel.generic,InvokeInstruction,0,120,2,6,0,30,2,12,0,10
Apache Commons BCEL,org.apache.bcel.generic,IADD,0,20,0,0,0,8,0,2,0,2
Apache Commons BCEL,org.apache.bcel.generic,INSTANCEOF,10,44,0,4,3,14,2,5,2,3
Apache Commons BCEL,org.apache.bcel.generic,IF_ACMPEQ,11,16,0,0,3,7,2,2,2,2
Apache Commons BCEL,org.apache.bcel.generic,ElementValueGen,78,143,7,15,9,24,6,18,0,5
Apache Commons BCEL,org.apache.bcel.generic,SASTORE,0,20,0,0,0,8,0,2,0,2
Apache Commons BCEL,org.apache.bcel.generic,ISHL,0,20,0,0,0,8,0,2,0,2
Apache Commons BCEL,org.apache.bcel.generic,ISTORE,0,18,0,0,0,7,0,3,0,3
Apache Commons BCEL,org.apache.bcel.generic,ISHR,0,20,0,0,0,8,0,2,0,2
Apache Commons BCEL,org.apache.bcel.generic,ReturnInstruction,30,17,5,2,8,7,7,4,2,3
Apache Commons BCEL,org.apache.bcel.generic,IDIV,7,23,0,0,1,9,1,2,1,2
Apache Commons BCEL,org.apache.bcel.generic,FALOAD,0,20,0,0,0,8,0,2,0,2
Apache Commons BCEL,org.apache.bcel.generic,IFNE,11,16,0,0,3,7,2,2,2,2
Apache Commons BCEL,org.apache.bcel.generic,IREM,7,23,0,0,1,9,1,2,1,2
Apache Commons BCEL,org.apache.bcel.generic,GETSTATIC,9,40,0,0,1,15,1,4,1,4
Apache Commons BCEL,org.apache.bcel.generic,IOR,0,20,0,0,0,8,0,2,0,2
Apache Commons BCEL,org.apache.bcel.generic,LMUL,0,20,0,0,0,8,0,2,0,2
Apache Commons BCEL,org.apache.bcel.generic,CASTORE,0,20,0,0,0,8,0,2,0,2
Apache Commons BCEL,org.apache.bcel.generic,SIPUSH,28,35,0,0,6,14,4,4,4,4
Apache Commons BCEL,org.apache.bcel.generic,GETFIELD,13,40,0,0,1,15,1,4,1,4
Apache Commons BCEL,org.apache.bcel.generic,BASTORE,0,20,0,0,0,8,0,2,0,2
Apache Commons BCEL,org.apache.bcel.generic,BREAKPOINT,0,9,0,0,0,4,0,2,0,2
Apache Commons BCEL,org.apache.bcel.generic,LCONST,18,44,1,3,4,14,3,4,2,3
Apache Commons BCEL,org.apache.bcel.generic,JSR,62,19,4,0,17,8,5,2,3,2
Apache Commons BCEL,org.apache.bcel.generic,POP2,0,17,0,0,0,7,0,2,0,2
Apache Commons BCEL,org.apache.bcel.generic,AALOAD,0,20,0,0,0,8,0,2,0,2
Apache Commons BCEL,org.apache.bcel.generic,FSUB,0,20,0,0,0,8,0,2,0,2
Apache Commons BCEL,org.apache.bcel.generic,InstructionConst,0,940,0,0,0,230,0,2,0,2
Apache Commons BCEL,org.apache.bcel.generic,AASTORE,0,20,0,0,0,8,0,2,0,2
Apache Commons BCEL,org.apache.bcel.generic,ConstantPoolGen,337,1093,30,70,56,194,36,63,10,34
Apache Commons BCEL,org.apache.bcel.generic,DCMPL,2,18,0,0,1,7,1,2,1,2
Apache Commons BCEL,org.apache.bcel.generic,InstructionFactory.MethodObject,0,15,0,0,0,6,0,1,0,1
Apache Commons BCEL,org.apache.bcel.generic,LDC2_W,61,19,6,0,11,8,7,2,3,2
Apache Commons BCEL,org.apache.bcel.generic,DSTORE,0,18,0,0,0,7,0,3,0,3
Apache Commons BCEL,org.apache.bcel.generic,I2C,0,20,0,0,0,8,0,2,0,2
Apache Commons BCEL,org.apache.bcel.generic,I2B,0,20,0,0,0,8,0,2,0,2
Apache Commons BCEL,org.apache.bcel.generic,I2D,0,20,0,0,0,8,0,2,0,2
Apache Commons BCEL,org.apache.bcel.generic,I2F,0,20,0,0,0,8,0,2,0,2
Apache Commons BCEL,org.apache.bcel.generic,FLOAD,0,18,0,0,0,7,0,3,0,3
Apache Commons BCEL,org.apache.bcel.generic,I2L,0,20,0,0,0,8,0,2,0,2
Apache Commons BCEL,org.apache.bcel.generic,I2S,0,20,0,0,0,8,0,2,0,2
Apache Commons BCEL,org.apache.bcel.generic,FieldGen,374,119,49,5,93,24,51,8,23,7
Apache Commons BCEL,org.apache.bcel.generic,FieldGen.new BCELComparator() {...},41,3,12,0,2,1,8,1,2,1
Apache Commons BCEL,org.apache.bcel.generic,GotoInstruction,0,8,0,0,0,4,0,2,0,2
Apache Commons BCEL,org.apache.bcel.generic,InstructionConstants.Clinit,3,0,0,0,2,0,1,0,1,0
Apache Commons BCEL,org.apache.bcel.generic,MethodGen.new BCELComparator() {...},41,3,12,0,2,1,8,1,2,1
Apache Commons BCEL,org.apache.bcel.generic,INVOKEDYNAMIC,32,80,0,0,4,25,3,5,3,5
Apache Commons BCEL,org.apache.bcel.generic,RET,63,55,8,4,13,21,9,7,3,7
Apache Commons BCEL,org.apache.bcel.generic,LXOR,0,20,0,0,0,8,0,2,0,2
Apache Commons BCEL,org.apache.bcel.generic,IfInstruction,0,8,0,0,0,4,0,2,0,2
Apache Commons BCEL,org.apache.bcel.generic,DCMPG,2,18,0,0,1,7,1,2,1,2
Apache Commons BCEL,org.apache.bcel.generic,Type.new ReferenceType() {...},0,3,0,0,0,1,0,1,0,1
Apache Commons BCEL,org.apache.bcel.generic,Type.new Type() {...},0,5,0,0,0,1,0,1,0,1
Apache Commons BCEL,org.apache.bcel.generic,JSR_W,45,0,0,0,17,0,5,0,5,0
Apache Commons BCEL,org.apache.bcel.generic,CodeExceptionGen,113,85,14,2,20,22,12,11,5,10
Apache Commons BCEL,org.apache.bcel.generic,CHECKCAST,14,44,0,4,3,14,2,5,2,3
Apache Commons BCEL,org.apache.bcel.generic,LocalVariableInstruction,50,211,9,33,6,55,10,25,1,11
Apache Commons BCEL,org.apache.bcel.generic,LLOAD,0,18,0,0,0,7,0,3,0,3
Apache Commons BCEL,org.apache.bcel.generic,StoreInstruction,0,27,0,0,0,10,0,3,0,3
Apache Commons BCEL,org.apache.bcel.generic,LDIV,7,23,0,0,1,9,1,2,1,2
Apache Commons BCEL,org.apache.bcel.generic,ANEWARRAY,9,49,0,4,1,16,1,6,1,4
Apache Commons BCEL,org.apache.bcel.generic,LREM,7,23,0,0,1,9,1,2,1,2
Apache Commons BCEL,org.apache.bcel.generic,LADD,0,20,0,0,0,8,0,2,0,2
Apache Commons BCEL,org.apache.bcel.generic,INVOKEVIRTUAL,21,45,0,0,1,17,1,4,1,4
Apache Commons BCEL,org.apache.bcel.generic,BranchInstruction,103,153,10,12,11,48,9,20,2,16
Apache Commons BCEL,org.apache.bcel.generic,TargetLostException,10,0,0,0,4,0,2,0,2,0
Apache Commons BCEL,org.apache.bcel.generic,IALOAD,0,20,0,0,0,8,0,2,0,2
Apache Commons BCEL,org.apache.bcel.generic,INEG,0,20,0,0,0,8,0,2,0,2
Apache Commons BCEL,org.apache.bcel.generic,DMUL,0,20,0,0,0,8,0,2,0,2
Apache Commons BCEL,org.apache.bcel.generic,IFNONNULL,11,16,0,0,3,7,2,2,2,2
Apache Commons BCEL,org.apache.bcel.generic,ReferenceType,73,337,49,71,18,64,41,26,1,6
Apache Commons BCEL,org.apache.bcel.generic,ARRAYLENGTH,7,15,0,0,1,6,1,2,1,2
Apache Commons BCEL,org.apache.bcel.generic,ClassGen,293,537,37,21,74,111,52,33,29,27
Apache Commons BCEL,org.apache.bcel.generic,FRETURN,0,20,0,0,0,8,0,2,0,2
Apache Commons BCEL,org.apache.bcel.generic,F2D,0,20,0,0,0,8,0,2,0,2
Apache Commons BCEL,org.apache.bcel.generic,IAND,0,20,0,0,0,8,0,2,0,2
Apache Commons BCEL,org.apache.bcel.generic,AnnotationEntryGen,206,504,24,44,40,116,21,33,4,16
Apache Commons BCEL,org.apache.bcel.generic,BasicType,24,48,3,15,2,15,3,14,0,4
Apache Commons BCEL,org.apache.bcel.generic,LSHL,0,20,0,0,0,8,0,2,0,2
Apache Commons BCEL,org.apache.bcel.generic,F2I,0,20,0,0,0,8,0,2,0,2
Apache Commons BCEL,org.apache.bcel.generic,F2L,0,20,0,0,0,8,0,2,0,2
Apache Commons BCEL,org.apache.bcel.generic,BranchHandle,11,66,0,2,4,17,2,8,2,7
Apache Commons BCEL,org.apache.bcel.generic,LSHR,0,20,0,0,0,8,0,2,0,2
Apache Commons BCEL,org.apache.bcel.generic,MULTIANEWARRAY,78,67,4,2,10,22,8,6,5,6
Apache Commons BCEL,org.apache.bcel.generic,DRETURN,0,20,0,0,0,8,0,2,0,2
Apache Commons BCEL,org.apache.bcel.generic,ArithmeticInstruction,28,5,5,0,9,2,6,1,2,1
Apache Commons BCEL,org.apache.bcel.generic,DLOAD,0,18,0,0,0,7,0,3,0,3
Apache Commons BCEL,org.apache.bcel.generic,ASTORE,0,18,0,0,0,7,0,3,0,3
Apache Commons BCEL,org.apache.bcel.generic,LineNumberGen,51,39,4,0,10,12,7,5,5,5
Apache Commons BCEL,org.apache.bcel.generic,DASTORE,0,20,0,0,0,8,0,2,0,2
Apache Commons BCEL,org.apache.bcel.generic,FieldOrMethod,35,109,5,3,6,26,5,7,1,7
Apache Commons BCEL,org.apache.bcel.generic,ARETURN,0,20,0,0,0,8,0,2,0,2
Apache Commons BCEL,org.apache.bcel.generic,LSTORE,0,18,0,0,0,7,0,3,0,3
Apache Commons BCEL,org.apache.bcel.generic,LDC_W,0,18,0,0,0,8,0,3,0,3
Apache Commons BCEL,org.apache.bcel.generic,DUP2_X1,0,11,0,0,0,5,0,2,0,2
Apache Commons BCEL,org.apache.bcel.generic,DUP2_X2,0,11,0,0,0,5,0,2,0,2
Apache Commons BCEL,org.apache.bcel.generic,PUTSTATIC,9,40,0,0,1,15,1,4,1,4
Apache Commons BCEL,org.apache.bcel.generic,IMPDEP1,0,9,0,0,0,4,0,2,0,2
Apache Commons BCEL,org.apache.bcel.generic,IMPDEP2,0,9,0,0,0,4,0,2,0,2
Apache Commons BCEL,org.apache.bcel.generic,LCMP,2,18,0,0,1,7,1,2,1,2
Apache Commons BCEL,org.apache.bcel.generic,MethodGen,466,1565,77,173,108,326,85,125,30,55
Apache Commons BCEL,org.apache.bcel.generic,GOTO,26,56,2,2,7,19,2,5,0,5
Apache Commons BCEL,org.apache.bcel.generic,PUTFIELD,13,42,0,0,1,15,1,4,1,4
Apache Commons BCEL,org.apache.bcel.generic,FASTORE,0,20,0,0,0,8,0,2,0,2
Apache Commons BCEL,org.apache.bcel.generic,NEW,13,35,0,0,1,13,1,4,1,4
Apache Commons BCEL,org.apache.bcel.generic,ClassGenException,8,4,0,0,4,2,2,1,2,1
Apache Commons BCEL,org.apache.bcel.generic,LUSHR,0,20,0,0,0,8,0,2,0,2
Apache Commons BCEL,org.apache.bcel.generic,TABLESWITCH,2,155,2,6,0,37,2,7,0,5
Apache Commons BCEL,org.apache.bcel.generic,ISUB,0,20,0,0,0,8,0,2,0,2
Apache Commons BCEL,org.apache.bcel.generic,D2F,0,20,0,0,0,8,0,2,0,2
Apache Commons BCEL,org.apache.bcel.generic,Select,167,261,20,12,31,60,18,25,6,21
Apache Commons BCEL,org.apache.bcel.generic,D2I,0,20,0,0,0,8,0,2,0,2
Apache Commons BCEL,org.apache.bcel.generic,D2L,0,20,0,0,0,8,0,2,0,2
Apache Commons BCEL,org.apache.bcel.generic,InstructionHandle,59,198,11,17,16,53,13,28,6,21
Apache Commons BCEL,org.apache.bcel.generic,FMUL,0,20,0,0,0,8,0,2,0,2
Apache Commons BCEL,org.apache.bcel.generic,LNEG,0,20,0,0,0,8,0,2,0,2
Apache Commons BCEL,org.apache.bcel.generic,GOTO_W,21,24,0,0,7,10,2,3,2,3
Apache Commons BCEL,org.apache.bcel.generic,DDIV,0,20,0,0,0,8,0,2,0,2
Apache Commons BCEL,org.apache.bcel.generic,DREM,0,20,0,0,0,8,0,2,0,2
Apache Commons BCEL,org.apache.bcel.generic,IUSHR,0,20,0,0,0,8,0,2,0,2
Apache Commons BCEL,org.apache.bcel.generic,IF_ICMPLE,11,16,0,0,3,7,2,2,2,2
Apache Commons BCEL,org.apache.bcel.generic,LDC,39,137,6,10,7,42,7,15,1,9
Apache Commons BCEL,org.apache.bcel.generic,INVOKESPECIAL,21,45,0,0,1,17,1,4,1,4
Apache Commons BCEL,org.apache.bcel.generic,IF_ICMPLT,11,16,0,0,3,7,2,2,2,2
Apache Commons BCEL,org.apache.bcel.generic,FieldGenOrMethodGen,39,87,2,2,8,29,5,15,3,15
Apache Commons BCEL,org.apache.bcel.generic,DUP,0,17,0,0,0,7,0,2,0,2
Apache Commons BCEL,org.apache.bcel.generic,SWAP,0,17,0,0,0,7,0,2,0,2
Apache Commons BCEL,org.apache.bcel.generic,ArrayInstruction,41,5,9,0,14,2,11,1,3,1
Apache Commons BCEL,org.apache.bcel.generic,ArrayType,29,116,4,13,6,26,6,12,2,7
Apache Commons BCEL,org.apache.bcel.generic,LAND,0,20,0,0,0,8,0,2,0,2
Apache Commons BCEL,org.apache.bcel.generic,LOOKUPSWITCH,21,112,0,4,5,29,1,6,1,4
Apache Commons BCEL,org.apache.bcel.generic,EmptyVisitor,4,180,0,0,4,179,4,178,4,178
Apache Commons BCEL,org.apache.bcel.generic,EnumElementValueGen,74,72,2,2,8,21,6,6,4,6
Apache Commons BCEL,org.apache.bcel.generic,DADD,0,20,0,0,0,8,0,2,0,2
Apache Commons BCEL,org.apache.bcel.generic,LoadInstruction,0,27,0,0,0,10,0,3,0,3
Apache Commons BCEL,org.apache.bcel.generic,RETURN,0,20,0,0,0,8,0,2,0,2
Apache Commons BCEL,org.apache.bcel.generic,AnnotationElementValueGen,40,34,2,0,7,10,4,4,3,4
Apache Commons BCEL,org.apache.bcel.generic,POP,0,17,0,0,0,7,0,2,0,2
Apache Commons BCEL,org.apache.bcel.generic,InstructionList,1103,722,127,76,238,188,112,58,40,28
Apache Commons BCEL,org.apache.bcel.generic,CPInstruction,40,78,3,3,6,21,3,9,1,8
Apache Commons BCEL,org.apache.bcel.generic,LASTORE,0,20,0,0,0,8,0,2,0,2
Apache Commons BCEL,org.apache.bcel.generic,BALOAD,0,20,0,0,0,8,0,2,0,2
Apache Commons BCEL,org.apache.bcel.generic,FieldInstruction,17,27,0,0,1,8,1,6,1,6
Apache Commons BCEL,org.apache.bcel.generic,DUP2,0,17,0,0,0,7,0,2,0,2
Apache Commons BCEL,org.apache.bcel.generic,IF_ICMPGE,11,16,0,0,3,7,2,2,2,2
Apache Commons BCEL,org.apache.bcel.generic,IASTORE,0,20,0,0,0,8,0,2,0,2
Apache Commons BCEL,org.apache.bcel.generic,ElementValuePairGen,24,83,1,1,4,22,3,7,2,7
Apache Commons BCEL,org.apache.bcel.generic,ACONST_NULL,2,18,0,0,1,7,1,2,1,2
Apache Commons BCEL,org.apache.bcel.generic,LALOAD,0,20,0,0,0,8,0,2,0,2
Apache Commons BCEL,org.apache.bcel.generic,IF_ICMPGT,11,16,0,0,3,7,2,2,2,2
Apache Commons BCEL,org.apache.bcel.generic,MONITOREXIT,7,15,0,0,1,6,1,2,1,2
Apache Commons BCEL,org.apache.bcel.generic,JsrInstruction,50,3,10,0,14,2,8,1,3,1
Apache Commons BCEL,org.apache.bcel.generic,IRETURN,0,20,0,0,0,8,0,2,0,2
Apache Commons BCEL,org.apache.bcel.generic,SWITCH,253,0,24,0,58,0,18,0,6,0
Apache Commons BCEL,org.apache.bcel.generic,LocalVariableGen,133,175,13,19,27,41,19,20,11,12
Apache Commons BCEL,org.apache.bcel.generic,DCONST,18,44,1,3,4,14,3,4,2,3
Apache Commons BCEL,org.apache.bcel.generic,FDIV,0,20,0,0,0,8,0,2,0,2
Apache Commons BCEL,org.apache.bcel.generic,InstructionList.new Iterator() {...},8,31,1,3,2,7,2,4,1,3
Apache Commons BCEL,org.apache.bcel.generic,FREM,0,20,0,0,0,8,0,2,0,2
Apache Commons BCEL,org.apache.bcel.generic,InstructionConstants,247,0,0,0,122,0,1,0,1,0
Apache Commons BCEL,org.apache.bcel.generic,InstructionFactory,503,850,77,115,82,146,73,110,16,27
Apache Commons BCEL,org.apache.bcel.generic,IF_ICMPEQ,11,16,0,0,3,7,2,2,2,2
Apache Commons BCEL,org.apache.bcel.generic,ClassElementValueGen,32,41,2,0,7,12,4,5,3,5
Apache Commons BCEL,org.apache.bcel.generic,LSUB,0,20,0,0,0,8,0,2,0,2
Apache Commons BCEL,org.apache.bcel.generic,SALOAD,0,20,0,0,0,8,0,2,0,2
Apache Commons BCEL,org.apache.bcel,ExceptionConstants,102,0,0,0,26,0,1,0,1,0
Apache Commons BCEL,org.apache.bcel,Repository,68,44,2,0,20,13,13,11,12,11
Apache Commons BCEL,org.apache.bcel,ExceptionConst,147,0,6,0,36,0,9,0,4,0
Apache Commons BCEL,org.apache.bcel,Constants,459,0,0,0,13,0,1,0,1,0
Apache Commons BCEL,org.apache.bcel,ExceptionConst.EXCS,33,0,0,0,6,0,1,0,1,0
Apache Commons BCEL,org.apache.bcel,Const,4,6269,0,0,1,30,1,15,1,15
Apache Commons BCEL,org.apache.bcel.verifier.structurals,GenericArray,6,0,0,0,3,0,2,0,2,0
Apache Commons BCEL,org.apache.bcel.verifier.structurals,Subroutines.ColourConstants,0,21,0,0,0,2,0,1,0,1
Apache Commons BCEL,org.apache.bcel.verifier.structurals,Pass3bVerifier,203,523,25,55,34,92,16,29,0,5
Apache Commons BCEL,org.apache.bcel.verifier.structurals,Subroutines,201,447,23,49,31,82,22,22,3,5
Apache Commons BCEL,org.apache.bcel.verifier.structurals,ExceptionHandlers,0,79,0,6,0,13,0,7,0,4
Apache Commons BCEL,org.apache.bcel.verifier.structurals,ExceptionHandler,0,19,0,0,0,7,0,4,0,4
Apache Commons BCEL,org.apache.bcel.verifier.structurals,Frame,10,93,1,5,2,23,2,12,1,10
Apache Commons BCEL,org.apache.bcel.verifier.structurals,LocalVariables,91,274,13,37,11,47,13,24,1,11
Apache Commons BCEL,org.apache.bcel.verifier.structurals,ExecutionVisitor,184,1579,29,71,50,453,34,173,10,147
Apache Commons BCEL,org.apache.bcel.verifier.structurals,InstConstraintVisitor,4091,2437,324,360,340,605,303,220,13,168
Apache Commons BCEL,org.apache.bcel.verifier.structurals,ControlFlowGraph,19,90,2,4,3,17,3,7,1,6
Apache Commons BCEL,org.apache.bcel.verifier.structurals,Pass3bVerifier.InstructionContextQueue,4,51,0,0,1,12,1,6,1,6
Apache Commons BCEL,org.apache.bcel.verifier.structurals,ControlFlowGraph.InstructionContextImpl,133,400,16,34,24,86,16,25,3,13
Apache Commons BCEL,org.apache.bcel.verifier.structurals,Subroutines.SubroutineImpl,507,65,58,4,96,16,40,5,10,4
Apache Commons BCEL,org.apache.bcel.verifier.structurals,UninitializedObjectType,6,31,1,1,2,6,2,3,1,3
Apache Commons BCEL,org.apache.bcel.verifier.structurals,OperandStack,110,337,16,34,13,62,16,28,1,18
Apache Commons BCEL,org.apache.bcel.verifier.exc,ClassConstraintException,12,0,0,0,6,0,3,0,3,0
Apache Commons BCEL,org.apache.bcel.verifier.exc,LoadingException,7,0,0,0,4,0,2,0,2,0
Apache Commons BCEL,org.apache.bcel.verifier.exc,StaticCodeConstraintException,0,4,0,0,0,2,0,1,0,1
Apache Commons BCEL,org.apache.bcel.verifier.exc,StructuralCodeConstraintException,3,4,0,0,2,2,1,1,1,1
Apache Commons BCEL,org.apache.bcel.verifier.exc,LinkingConstraintException,3,0,0,0,2,0,1,0,1,0
Apache Commons BCEL,org.apache.bcel.verifier.exc,VerificationException,8,4,0,0,4,2,2,1,2,1
Apache Commons BCEL,org.apache.bcel.verifier.exc,LocalVariableInfoInconsistentException,7,0,0,0,4,0,2,0,2,0
Apache Commons BCEL,org.apache.bcel.verifier.exc,Utility,3,0,0,0,1,0,1,0,1,0
Apache Commons BCEL,org.apache.bcel.verifier.exc,AssertionViolatedException,43,36,6,0,13,7,6,3,3,3
Apache Commons BCEL,org.apache.bcel.verifier.exc,CodeConstraintException,3,4,0,0,2,2,1,1,1,1
Apache Commons BCEL,org.apache.bcel.verifier.exc,InvalidMethodException,4,0,0,0,2,0,1,0,1,0
Apache Commons BCEL,org.apache.bcel.verifier.exc,StaticCodeInstructionConstraintException,4,0,0,0,2,0,1,0,1,0
Apache Commons BCEL,org.apache.bcel.verifier.exc,StaticCodeInstructionOperandConstraintException,0,4,0,0,0,2,0,1,0,1
Apache Commons BCEL,org.apache.bcel.verifier.exc,VerifierConstraintViolatedException,18,31,3,3,8,9,5,3,2,3
Apache Commons BCEL,org.apache.bcel.verifier,GraphicalVerifier,77,0,4,0,21,0,4,0,2,0
