GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
Apache Commons BCEL,org.apache.bcel.generic,IFGT,3,24,0,0,2,8,1,3,1,3
Apache Commons BCEL,org.apache.bcel.generic,FCONST,4,69,0,6,2,18,1,7,1,4
Apache Commons BCEL,org.apache.bcel.generic,IINC,63,115,6,16,20,28,6,16,3,8
Apache Commons BCEL,org.apache.bcel.generic,MONITORENTER,0,22,0,0,0,7,0,3,0,3
Apache Commons BCEL,org.apache.bcel.generic,INVOKESTATIC,0,58,0,0,0,18,0,5,0,5
Apache Commons BCEL,org.apache.bcel.generic,DUP_X1,0,11,0,0,0,5,0,2,0,2
Apache Commons BCEL,org.apache.bcel.generic,DUP_X2,0,11,0,0,0,5,0,2,0,2
Apache Commons BCEL,org.apache.bcel.generic,LOR,0,20,0,0,0,8,0,2,0,2
Apache Commons BCEL,org.apache.bcel.generic,PUSH,310,0,42,0,69,0,35,0,14,0
Apache Commons BCEL,org.apache.bcel.generic,ReturnaddressType,0,68,0,10,0,16,0,11,0,6
Apache Commons BCEL,org.apache.bcel.generic,FCMPL,0,20,0,0,0,8,0,3,0,3
Apache Commons BCEL,org.apache.bcel.generic,ObjectType,75,45,10,4,20,7,11,7,6,5
Apache Commons BCEL,org.apache.bcel.generic,CALOAD,0,20,0,0,0,8,0,2,0,2
Apache Commons BCEL,org.apache.bcel.generic,ATHROW,0,25,0,0,0,8,0,3,0,3
Apache Commons BCEL,org.apache.bcel.generic,DSUB,0,20,0,0,0,8,0,2,0,2
Apache Commons BCEL,org.apache.bcel.generic,DALOAD,0,20,0,0,0,8,0,2,0,2
Apache Commons BCEL,org.apache.bcel.generic,IFLT,0,27,0,0,0,10,0,4,0,4
Apache Commons BCEL,org.apache.bcel.generic,FCMPG,0,20,0,0,0,8,0,3,0,3
Apache Commons BCEL,org.apache.bcel.generic,Type,254,415,48,32,58,95,39,30,8,20
Apache Commons BCEL,org.apache.bcel.generic,FSTORE,5,13,0,0,2,5,1,2,1,2
Apache Commons BCEL,org.apache.bcel.generic,ArrayElementValueGen,0,195,0,10,0,40,0,15,0,10
Apache Commons BCEL,org.apache.bcel.generic,IFNULL,3,24,0,0,2,8,1,3,1,3
Apache Commons BCEL,org.apache.bcel.generic,FNEG,0,20,0,0,0,8,0,2,0,2
Apache Commons BCEL,org.apache.bcel.generic,BIPUSH,19,44,0,0,8,12,3,5,3,5
Apache Commons BCEL,org.apache.bcel.generic,IF_ICMPNE,3,24,0,0,2,8,1,3,1,3
Apache Commons BCEL,org.apache.bcel.generic,ILOAD,5,13,0,0,2,5,1,2,1,2
Apache Commons BCEL,org.apache.bcel.generic,NameSignatureInstruction,51,0,0,0,13,0,5,0,5,0
Apache Commons BCEL,org.apache.bcel.generic,L2D,0,20,0,0,0,8,0,2,0,2
Apache Commons BCEL,org.apache.bcel.generic,L2F,0,20,0,0,0,8,0,2,0,2
Apache Commons BCEL,org.apache.bcel.generic,IFLE,0,27,0,0,0,10,0,4,0,4
Apache Commons BCEL,org.apache.bcel.generic,NEWARRAY,11,68,0,0,5,17,2,8,2,8
Apache Commons BCEL,org.apache.bcel.generic,L2I,0,20,0,0,0,8,0,2,0,2
Apache Commons BCEL,org.apache.bcel.generic,IXOR,0,20,0,0,0,8,0,2,0,2
Apache Commons BCEL,org.apache.bcel.generic,InstructionComparator,32,24,8,6,4,8,6,3,0,2
Apache Commons BCEL,org.apache.bcel.generic,InvokeInstruction,0,120,3,5,0,30,3,11,0,10
Apache Commons BCEL,org.apache.bcel.generic,IADD,0,20,0,0,0,8,0,2,0,2
Apache Commons BCEL,org.apache.bcel.generic,INSTANCEOF,3,51,0,4,2,15,1,6,1,4
Apache Commons BCEL,org.apache.bcel.generic,IF_ACMPEQ,3,24,0,0,2,8,1,3,1,3
Apache Commons BCEL,org.apache.bcel.generic,ElementValueGen,195,26,21,1,25,8,20,4,1,4
Apache Commons BCEL,org.apache.bcel.generic,SASTORE,0,20,0,0,0,8,0,2,0,2
Apache Commons BCEL,org.apache.bcel.generic,ISHL,0,20,0,0,0,8,0,2,0,2
Apache Commons BCEL,org.apache.bcel.generic,ISTORE,5,13,0,0,2,5,1,2,1,2
Apache Commons BCEL,org.apache.bcel.generic,ISHR,0,20,0,0,0,8,0,2,0,2
Apache Commons BCEL,org.apache.bcel.generic,ReturnInstruction,15,32,1,6,3,12,2,9,1,4
Apache Commons BCEL,org.apache.bcel.generic,IDIV,0,30,0,0,0,10,0,3,0,3
Apache Commons BCEL,org.apache.bcel.generic,FALOAD,0,20,0,0,0,8,0,2,0,2
Apache Commons BCEL,org.apache.bcel.generic,IFNE,3,24,0,0,2,8,1,3,1,3
Apache Commons BCEL,org.apache.bcel.generic,IREM,0,30,0,0,0,10,0,3,0,3
Apache Commons BCEL,org.apache.bcel.generic,GETSTATIC,3,46,0,0,2,14,1,4,1,4
Apache Commons BCEL,org.apache.bcel.generic,IOR,0,20,0,0,0,8,0,2,0,2
Apache Commons BCEL,org.apache.bcel.generic,LMUL,0,20,0,0,0,8,0,2,0,2
Apache Commons BCEL,org.apache.bcel.generic,CASTORE,0,20,0,0,0,8,0,2,0,2
Apache Commons BCEL,org.apache.bcel.generic,SIPUSH,19,44,0,0,8,12,3,5,3,5
Apache Commons BCEL,org.apache.bcel.generic,GETFIELD,0,53,0,0,0,16,0,5,0,5
Apache Commons BCEL,org.apache.bcel.generic,BASTORE,0,20,0,0,0,8,0,2,0,2
Apache Commons BCEL,org.apache.bcel.generic,BREAKPOINT,0,9,0,0,0,4,0,2,0,2
Apache Commons BCEL,org.apache.bcel.generic,LCONST,4,58,0,4,2,16,1,6,1,4
Apache Commons BCEL,org.apache.bcel.generic,JSR,60,21,4,0,17,8,5,2,3,2
Apache Commons BCEL,org.apache.bcel.generic,POP2,0,17,0,0,0,7,0,2,0,2
Apache Commons BCEL,org.apache.bcel.generic,AALOAD,0,20,0,0,0,8,0,2,0,2
Apache Commons BCEL,org.apache.bcel.generic,FSUB,0,20,0,0,0,8,0,2,0,2
Apache Commons BCEL,org.apache.bcel.generic,InstructionConst,0,940,0,0,0,230,0,2,0,2
Apache Commons BCEL,org.apache.bcel.generic,AASTORE,0,20,0,0,0,8,0,2,0,2
Apache Commons BCEL,org.apache.bcel.generic,ConstantPoolGen,284,1146,37,63,50,200,40,59,5,39
Apache Commons BCEL,org.apache.bcel.generic,DCMPL,0,20,0,0,0,8,0,3,0,3
Apache Commons BCEL,org.apache.bcel.generic,InstructionFactory.MethodObject,0,15,0,0,0,6,0,1,0,1
Apache Commons BCEL,org.apache.bcel.generic,LDC2_W,26,54,2,4,2,17,2,7,0,5
Apache Commons BCEL,org.apache.bcel.generic,DSTORE,5,13,0,0,2,5,1,2,1,2
Apache Commons BCEL,org.apache.bcel.generic,I2C,0,20,0,0,0,8,0,2,0,2
Apache Commons BCEL,org.apache.bcel.generic,I2B,0,20,0,0,0,8,0,2,0,2
Apache Commons BCEL,org.apache.bcel.generic,I2D,0,20,0,0,0,8,0,2,0,2
Apache Commons BCEL,org.apache.bcel.generic,I2F,0,20,0,0,0,8,0,2,0,2
Apache Commons BCEL,org.apache.bcel.generic,FLOAD,5,13,0,0,2,5,1,2,1,2
Apache Commons BCEL,org.apache.bcel.generic,I2L,0,20,0,0,0,8,0,2,0,2
Apache Commons BCEL,org.apache.bcel.generic,I2S,0,20,0,0,0,8,0,2,0,2
Apache Commons BCEL,org.apache.bcel.generic,FieldGen,216,277,34,20,42,75,35,24,9,21
Apache Commons BCEL,org.apache.bcel.generic,FieldGen.new BCELComparator() {...},1,43,4,8,0,3,4,5,0,3
Apache Commons BCEL,org.apache.bcel.generic,GotoInstruction,0,8,0,0,0,4,0,2,0,2
Apache Commons BCEL,org.apache.bcel.generic,InstructionConstants.Clinit,3,0,0,0,2,0,1,0,1,0
Apache Commons BCEL,org.apache.bcel.generic,MethodGen.new BCELComparator() {...},1,43,5,7,0,3,5,4,0,3
Apache Commons BCEL,org.apache.bcel.generic,INVOKEDYNAMIC,37,75,0,0,10,19,3,5,3,5
Apache Commons BCEL,org.apache.bcel.generic,RET,24,94,2,10,9,25,3,13,2,8
Apache Commons BCEL,org.apache.bcel.generic,LXOR,0,20,0,0,0,8,0,2,0,2
Apache Commons BCEL,org.apache.bcel.generic,IfInstruction,0,8,0,0,0,4,0,2,0,2
Apache Commons BCEL,org.apache.bcel.generic,DCMPG,0,20,0,0,0,8,0,3,0,3
Apache Commons BCEL,org.apache.bcel.generic,Type.new ReferenceType() {...},0,3,0,0,0,1,0,1,0,1
Apache Commons BCEL,org.apache.bcel.generic,Type.new Type() {...},0,5,0,0,0,1,0,1,0,1
Apache Commons BCEL,org.apache.bcel.generic,JSR_W,24,21,0,0,9,8,3,2,3,2
Apache Commons BCEL,org.apache.bcel.generic,CodeExceptionGen,7,191,0,16,2,40,0,23,0,15
Apache Commons BCEL,org.apache.bcel.generic,CHECKCAST,3,55,0,4,2,15,1,6,1,4
Apache Commons BCEL,org.apache.bcel.generic,LocalVariableInstruction,84,177,15,27,16,45,15,20,1,11
Apache Commons BCEL,org.apache.bcel.generic,LLOAD,5,13,0,0,2,5,1,2,1,2
Apache Commons BCEL,org.apache.bcel.generic,StoreInstruction,5,22,0,0,2,8,1,2,1,2
Apache Commons BCEL,org.apache.bcel.generic,LDIV,0,30,0,0,0,10,0,3,0,3
Apache Commons BCEL,org.apache.bcel.generic,ANEWARRAY,22,36,4,0,6,11,4,3,2,3
Apache Commons BCEL,org.apache.bcel.generic,LREM,0,30,0,0,0,10,0,3,0,3
Apache Commons BCEL,org.apache.bcel.generic,LADD,0,20,0,0,0,8,0,2,0,2
Apache Commons BCEL,org.apache.bcel.generic,INVOKEVIRTUAL,0,66,0,0,0,18,0,5,0,5
Apache Commons BCEL,org.apache.bcel.generic,BranchInstruction,103,153,8,14,15,44,10,19,3,15
Apache Commons BCEL,org.apache.bcel.generic,TargetLostException,0,10,0,0,0,4,0,2,0,2
Apache Commons BCEL,org.apache.bcel.generic,IALOAD,0,20,0,0,0,8,0,2,0,2
Apache Commons BCEL,org.apache.bcel.generic,INEG,0,20,0,0,0,8,0,2,0,2
Apache Commons BCEL,org.apache.bcel.generic,DMUL,0,20,0,0,0,8,0,2,0,2
Apache Commons BCEL,org.apache.bcel.generic,IFNONNULL,3,24,0,0,2,8,1,3,1,3
Apache Commons BCEL,org.apache.bcel.generic,ReferenceType,355,55,110,10,66,16,64,3,4,3
Apache Commons BCEL,org.apache.bcel.generic,ARRAYLENGTH,0,22,0,0,0,7,0,3,0,3
Apache Commons BCEL,org.apache.bcel.generic,ClassGen,402,428,38,20,81,104,43,42,20,36
Apache Commons BCEL,org.apache.bcel.generic,FRETURN,0,20,0,0,0,8,0,2,0,2
Apache Commons BCEL,org.apache.bcel.generic,F2D,0,20,0,0,0,8,0,2,0,2
Apache Commons BCEL,org.apache.bcel.generic,IAND,0,20,0,0,0,8,0,2,0,2
Apache Commons BCEL,org.apache.bcel.generic,AnnotationEntryGen,474,236,59,9,101,55,34,20,1,19
Apache Commons BCEL,org.apache.bcel.generic,BasicType,12,60,2,16,1,16,2,15,0,4
Apache Commons BCEL,org.apache.bcel.generic,LSHL,0,20,0,0,0,8,0,2,0,2
Apache Commons BCEL,org.apache.bcel.generic,F2I,0,20,0,0,0,8,0,2,0,2
Apache Commons BCEL,org.apache.bcel.generic,F2L,0,20,0,0,0,8,0,2,0,2
Apache Commons BCEL,org.apache.bcel.generic,BranchHandle,0,77,0,2,0,21,0,10,0,9
Apache Commons BCEL,org.apache.bcel.generic,LSHR,0,20,0,0,0,8,0,2,0,2
Apache Commons BCEL,org.apache.bcel.generic,MULTIANEWARRAY,49,96,4,2,11,21,6,8,4,7
Apache Commons BCEL,org.apache.bcel.generic,DRETURN,0,20,0,0,0,8,0,2,0,2
Apache Commons BCEL,org.apache.bcel.generic,ArithmeticInstruction,15,18,1,4,3,8,2,5,1,2
Apache Commons BCEL,org.apache.bcel.generic,DLOAD,5,13,0,0,2,5,1,2,1,2
Apache Commons BCEL,org.apache.bcel.generic,ASTORE,5,13,0,0,2,5,1,2,1,2
Apache Commons BCEL,org.apache.bcel.generic,LineNumberGen,7,83,0,4,2,20,0,12,0,10
Apache Commons BCEL,org.apache.bcel.generic,DASTORE,0,20,0,0,0,8,0,2,0,2
Apache Commons BCEL,org.apache.bcel.generic,FieldOrMethod,57,87,6,2,11,21,6,6,2,6
Apache Commons BCEL,org.apache.bcel.generic,ARETURN,0,20,0,0,0,8,0,2,0,2
Apache Commons BCEL,org.apache.bcel.generic,LSTORE,5,13,0,0,2,5,1,2,1,2
Apache Commons BCEL,org.apache.bcel.generic,LDC_W,14,4,0,0,6,2,2,1,2,1
Apache Commons BCEL,org.apache.bcel.generic,DUP2_X1,0,11,0,0,0,5,0,2,0,2
Apache Commons BCEL,org.apache.bcel.generic,DUP2_X2,0,11,0,0,0,5,0,2,0,2
Apache Commons BCEL,org.apache.bcel.generic,PUTSTATIC,3,46,0,0,2,14,1,4,1,4
Apache Commons BCEL,org.apache.bcel.generic,IMPDEP1,0,9,0,0,0,4,0,2,0,2
Apache Commons BCEL,org.apache.bcel.generic,IMPDEP2,0,9,0,0,0,4,0,2,0,2
Apache Commons BCEL,org.apache.bcel.generic,LCMP,0,20,0,0,0,8,0,3,0,3
Apache Commons BCEL,org.apache.bcel.generic,MethodGen,896,1135,141,109,181,253,123,87,28,57
Apache Commons BCEL,org.apache.bcel.generic,GOTO,41,41,3,1,12,14,3,4,1,4
Apache Commons BCEL,org.apache.bcel.generic,PUTFIELD,0,55,0,0,0,16,0,5,0,5
Apache Commons BCEL,org.apache.bcel.generic,FASTORE,0,20,0,0,0,8,0,2,0,2
Apache Commons BCEL,org.apache.bcel.generic,NEW,0,48,0,0,0,14,0,5,0,5
Apache Commons BCEL,org.apache.bcel.generic,ClassGenException,0,12,0,0,0,6,0,3,0,3
Apache Commons BCEL,org.apache.bcel.generic,LUSHR,0,20,0,0,0,8,0,2,0,2
Apache Commons BCEL,org.apache.bcel.generic,TABLESWITCH,120,37,8,0,26,11,7,2,3,2
Apache Commons BCEL,org.apache.bcel.generic,ISUB,0,20,0,0,0,8,0,2,0,2
Apache Commons BCEL,org.apache.bcel.generic,D2F,0,20,0,0,0,8,0,2,0,2
Apache Commons BCEL,org.apache.bcel.generic,Select,224,204,12,20,49,42,26,17,17,10
Apache Commons BCEL,org.apache.bcel.generic,D2I,0,20,0,0,0,8,0,2,0,2
Apache Commons BCEL,org.apache.bcel.generic,D2L,0,20,0,0,0,8,0,2,0,2
Apache Commons BCEL,org.apache.bcel.generic,InstructionHandle,7,250,3,25,2,67,4,37,1,26
Apache Commons BCEL,org.apache.bcel.generic,FMUL,0,20,0,0,0,8,0,2,0,2
Apache Commons BCEL,org.apache.bcel.generic,LNEG,0,20,0,0,0,8,0,2,0,2
Apache Commons BCEL,org.apache.bcel.generic,GOTO_W,24,21,0,0,9,8,3,2,3,2
Apache Commons BCEL,org.apache.bcel.generic,DDIV,0,20,0,0,0,8,0,2,0,2
Apache Commons BCEL,org.apache.bcel.generic,DREM,0,20,0,0,0,8,0,2,0,2
Apache Commons BCEL,org.apache.bcel.generic,IUSHR,0,20,0,0,0,8,0,2,0,2
Apache Commons BCEL,org.apache.bcel.generic,IF_ICMPLE,0,27,0,0,0,10,0,4,0,4
Apache Commons BCEL,org.apache.bcel.generic,LDC,65,111,8,8,13,36,8,14,1,9
Apache Commons BCEL,org.apache.bcel.generic,INVOKESPECIAL,0,66,0,0,0,18,0,5,0,5
Apache Commons BCEL,org.apache.bcel.generic,IF_ICMPLT,3,24,0,0,2,8,1,3,1,3
Apache Commons BCEL,org.apache.bcel.generic,FieldGenOrMethodGen,46,80,2,2,11,26,6,14,4,14
Apache Commons BCEL,org.apache.bcel.generic,DUP,0,17,0,0,0,7,0,2,0,2
Apache Commons BCEL,org.apache.bcel.generic,SWAP,0,17,0,0,0,7,0,2,0,2
Apache Commons BCEL,org.apache.bcel.generic,ArrayInstruction,15,31,1,8,3,13,2,10,1,3
Apache Commons BCEL,org.apache.bcel.generic,ArrayType,0,145,1,16,0,32,1,17,0,9
Apache Commons BCEL,org.apache.bcel.generic,LAND,0,20,0,0,0,8,0,2,0,2
Apache Commons BCEL,org.apache.bcel.generic,LOOKUPSWITCH,96,37,4,0,23,11,5,2,3,2
Apache Commons BCEL,org.apache.bcel.generic,EmptyVisitor,135,49,0,0,135,48,135,47,135,47
Apache Commons BCEL,org.apache.bcel.generic,EnumElementValueGen,28,118,2,2,6,23,2,10,1,9
Apache Commons BCEL,org.apache.bcel.generic,DADD,0,20,0,0,0,8,0,2,0,2
Apache Commons BCEL,org.apache.bcel.generic,LoadInstruction,5,22,0,0,2,8,1,2,1,2
Apache Commons BCEL,org.apache.bcel.generic,RETURN,0,20,0,0,0,8,0,2,0,2
Apache Commons BCEL,org.apache.bcel.generic,AnnotationElementValueGen,0,74,0,2,0,17,0,8,0,7
Apache Commons BCEL,org.apache.bcel.generic,POP,0,17,0,0,0,7,0,2,0,2
Apache Commons BCEL,org.apache.bcel.generic,InstructionList,926,899,111,92,187,239,100,70,30,38
Apache Commons BCEL,org.apache.bcel.generic,CPInstruction,37,81,2,4,8,19,3,9,2,7
Apache Commons BCEL,org.apache.bcel.generic,LASTORE,0,20,0,0,0,8,0,2,0,2
Apache Commons BCEL,org.apache.bcel.generic,BALOAD,0,20,0,0,0,8,0,2,0,2
Apache Commons BCEL,org.apache.bcel.generic,FieldInstruction,17,27,0,0,1,8,1,6,1,6
Apache Commons BCEL,org.apache.bcel.generic,DUP2,0,17,0,0,0,7,0,2,0,2
Apache Commons BCEL,org.apache.bcel.generic,IF_ICMPGE,3,24,0,0,2,8,1,3,1,3
Apache Commons BCEL,org.apache.bcel.generic,IASTORE,0,20,0,0,0,8,0,2,0,2
Apache Commons BCEL,org.apache.bcel.generic,ElementValuePairGen,21,86,0,2,8,18,2,8,2,7
Apache Commons BCEL,org.apache.bcel.generic,ACONST_NULL,0,20,0,0,0,8,0,3,0,3
Apache Commons BCEL,org.apache.bcel.generic,LALOAD,0,20,0,0,0,8,0,2,0,2
Apache Commons BCEL,org.apache.bcel.generic,IF_ICMPGT,3,24,0,0,2,8,1,3,1,3
Apache Commons BCEL,org.apache.bcel.generic,MONITOREXIT,0,22,0,0,0,7,0,3,0,3
Apache Commons BCEL,org.apache.bcel.generic,JsrInstruction,12,41,2,8,4,12,3,6,1,3
Apache Commons BCEL,org.apache.bcel.generic,IRETURN,0,20,0,0,0,8,0,2,0,2
Apache Commons BCEL,org.apache.bcel.generic,SWITCH,253,0,24,0,58,0,18,0,6,0
Apache Commons BCEL,org.apache.bcel.generic,LocalVariableGen,7,301,4,28,2,66,4,35,0,23
Apache Commons BCEL,org.apache.bcel.generic,DCONST,4,58,0,4,2,16,1,6,1,4
Apache Commons BCEL,org.apache.bcel.generic,FDIV,0,20,0,0,0,8,0,2,0,2
Apache Commons BCEL,org.apache.bcel.generic,InstructionList.new Iterator() {...},8,31,1,3,2,7,2,4,1,3
Apache Commons BCEL,org.apache.bcel.generic,FREM,0,20,0,0,0,8,0,2,0,2
Apache Commons BCEL,org.apache.bcel.generic,InstructionConstants,247,0,0,0,122,0,1,0,1,0
Apache Commons BCEL,org.apache.bcel.generic,InstructionFactory,850,503,149,43,149,79,131,52,11,32
Apache Commons BCEL,org.apache.bcel.generic,IF_ICMPEQ,3,24,0,0,2,8,1,3,1,3
Apache Commons BCEL,org.apache.bcel.generic,ClassElementValueGen,8,65,0,2,3,16,1,8,1,7
Apache Commons BCEL,org.apache.bcel.generic,LSUB,0,20,0,0,0,8,0,2,0,2
Apache Commons BCEL,org.apache.bcel.generic,SALOAD,0,20,0,0,0,8,0,2,0,2
Apache Commons BCEL,org.apache.bcel,ExceptionConstants,102,0,0,0,26,0,1,0,1,0
Apache Commons BCEL,org.apache.bcel,Repository,88,24,2,0,26,7,18,6,17,6
Apache Commons BCEL,org.apache.bcel,ExceptionConst,15,132,1,5,3,33,2,7,1,3
Apache Commons BCEL,org.apache.bcel,Constants,459,0,0,0,13,0,1,0,1,0
Apache Commons BCEL,org.apache.bcel,ExceptionConst.EXCS,0,33,0,0,0,6,0,1,0,1
Apache Commons BCEL,org.apache.bcel,Const,0,6273,0,0,0,31,0,16,0,16
Apache Commons BCEL,org.apache.bcel.verifier.structurals,GenericArray,3,3,0,0,1,2,1,1,1,1
Apache Commons BCEL,org.apache.bcel.verifier.structurals,Subroutines.ColourConstants,0,21,0,0,0,2,0,1,0,1
Apache Commons BCEL,org.apache.bcel.verifier.structurals,Pass3bVerifier,398,328,52,28,57,69,34,11,1,4
Apache Commons BCEL,org.apache.bcel.verifier.structurals,Subroutines,277,371,31,41,42,71,26,18,2,6
Apache Commons BCEL,org.apache.bcel.verifier.structurals,ExceptionHandlers,44,35,4,2,4,9,4,3,1,3
Apache Commons BCEL,org.apache.bcel.verifier.structurals,ExceptionHandler,19,0,0,0,7,0,4,0,4,0
Apache Commons BCEL,org.apache.bcel.verifier.structurals,Frame,2,101,1,5,1,24,1,13,0,11
Apache Commons BCEL,org.apache.bcel.verifier.structurals,LocalVariables,119,246,19,31,13,45,13,24,0,12
Apache Commons BCEL,org.apache.bcel.verifier.structurals,ExecutionVisitor,1620,143,87,13,466,37,195,12,146,11
Apache Commons BCEL,org.apache.bcel.verifier.structurals,InstConstraintVisitor,6079,449,627,57,833,112,493,30,154,27
Apache Commons BCEL,org.apache.bcel.verifier.structurals,ControlFlowGraph,2,107,1,5,0,20,1,9,0,7
Apache Commons BCEL,org.apache.bcel.verifier.structurals,Pass3bVerifier.InstructionContextQueue,4,51,0,0,1,12,1,6,1,6
Apache Commons BCEL,org.apache.bcel.verifier.structurals,ControlFlowGraph.InstructionContextImpl,316,217,32,18,57,53,29,12,6,10
Apache Commons BCEL,org.apache.bcel.verifier.structurals,Subroutines.SubroutineImpl,507,65,58,4,96,16,40,5,10,4
Apache Commons BCEL,org.apache.bcel.verifier.structurals,UninitializedObjectType,0,37,0,2,0,8,0,5,0,4
Apache Commons BCEL,org.apache.bcel.verifier.structurals,OperandStack,175,272,28,22,19,56,16,28,1,18
Apache Commons BCEL,org.apache.bcel.verifier.exc,ClassConstraintException,0,12,0,0,0,6,0,3,0,3
Apache Commons BCEL,org.apache.bcel.verifier.exc,LoadingException,0,7,0,0,0,4,0,2,0,2
Apache Commons BCEL,org.apache.bcel.verifier.exc,StaticCodeConstraintException,0,4,0,0,0,2,0,1,0,1
Apache Commons BCEL,org.apache.bcel.verifier.exc,StructuralCodeConstraintException,0,7,0,0,0,4,0,2,0,2
Apache Commons BCEL,org.apache.bcel.verifier.exc,LinkingConstraintException,0,3,0,0,0,2,0,1,0,1
Apache Commons BCEL,org.apache.bcel.verifier.exc,VerificationException,0,12,0,0,0,6,0,3,0,3
Apache Commons BCEL,org.apache.bcel.verifier.exc,LocalVariableInfoInconsistentException,0,7,0,0,0,4,0,2,0,2
Apache Commons BCEL,org.apache.bcel.verifier.exc,Utility,0,3,0,0,0,1,0,1,0,1
Apache Commons BCEL,org.apache.bcel.verifier.exc,AssertionViolatedException,12,67,0,6,3,17,1,8,1,5
Apache Commons BCEL,org.apache.bcel.verifier.exc,CodeConstraintException,0,7,0,0,0,4,0,2,0,2
Apache Commons BCEL,org.apache.bcel.verifier.exc,InvalidMethodException,0,4,0,0,0,2,0,1,0,1
Apache Commons BCEL,org.apache.bcel.verifier.exc,StaticCodeInstructionConstraintException,0,4,0,0,0,2,0,1,0,1
Apache Commons BCEL,org.apache.bcel.verifier.exc,StaticCodeInstructionOperandConstraintException,0,4,0,0,0,2,0,1,0,1
Apache Commons BCEL,org.apache.bcel.verifier.exc,VerifierConstraintViolatedException,4,45,2,4,2,15,2,6,0,5
Apache Commons BCEL,org.apache.bcel.verifier,GraphicalVerifier,77,0,4,0,21,0,4,0,2,0
