project_id,origin_id,class_name,line_coverage_pct,branch_coverage_pct,cyclomatic_complexity,mutation_coverage_pct,test_strength_pct,mutants_killed,mutants_total
lang,opus-4.5,org.apache.commons.lang3.RandomStringUtils,63.88,55.97,37,43.72,82.13,12,28
lang,opus-4.5,org.apache.commons.lang3.RandomUtils,93.64,0.0,2,52.42,68.71,1,1
lang,opus-4.5,org.apache.commons.lang3.Range,70.79,61.32,3,53.56,65.11,1,2
lang,opus-4.5,org.apache.commons.lang3.RegExUtils,92.8,80.08,7,57.63,83.55,4,7
lang,opus-4.5,org.apache.commons.lang3.SerializationException,55.62,48.65,3,79.27,71.49,2,2
lang,opus-4.5,org.apache.commons.lang3.SerializationUtils,98.05,92.18,7,61.08,81.24,6,10
lang,opus-4.5,org.apache.commons.lang3.StringEscapeUtils,89.19,78.28,18,72.31,91.26,12,16
lang,opus-4.5,org.apache.commons.lang3.StringUtils,95.89,98.24,6,49.76,74.18,3,6
lang,opus-4.5,org.apache.commons.lang3.SystemProperties,83.76,95.46,14,61.78,63.75,8,13
lang,opus-4.5,org.apache.commons.lang3.SystemUtils,94.39,0.0,7,74.78,71.61,3,4
lang,opus-4.5,org.apache.commons.lang3.ThreadUtils,79.95,0.0,20,42.59,64.42,10,23
lang,opus-4.5,org.apache.commons.lang3.Validate,96.04,81.29,14,67.28,71.77,9,14
lang,opus-4.5,org.apache.commons.lang3.AnnotationUtils,53.68,0.0,35,34.45,70.16,7,19
lang,opus-4.5,org.apache.commons.lang3.ArchUtils,98.05,0.0,19,50.03,92.61,10,19
lang,opus-4.5,org.apache.commons.lang3.BitField,68.93,63.25,2,49.87,76.04,0,1
lang,opus-4.5,org.apache.commons.lang3.CharSequenceUtils.IndexOfPredicate,84.19,79.67,22,68.81,78.33,10,15
lang,opus-4.5,org.apache.commons.lang3.builder.Builder,94.6,83.93,20,19.7,97.26,4,20
lang,opus-4.5,org.apache.commons.lang3.builder.CompareToBuilder,90.65,90.41,10,48.63,70.34,5,11
lang,opus-4.5,org.apache.commons.lang3.builder.Diff,98.05,100.0,2,54.08,98.13,1,2
lang,opus-4.5,org.apache.commons.lang3.builder.DiffBuilder,98.05,98.1,7,77.79,100.0,6,8
lang,opus-4.5,org.apache.commons.lang3.builder.DiffResult,81.5,83.79,6,70.88,77.53,3,4
lang,opus-4.5,org.apache.commons.lang3.builder.EqualsBuilder,89.82,100.0,6,34.76,98.73,3,8
lang,opus-4.5,org.apache.commons.lang3.builder.HashCodeBuilder,98.05,81.36,33,57.9,64.63,31,53
lang,opus-4.5,org.apache.commons.lang3.builder.IDKey,90.75,98.51,49,59.66,83.77,40,67
lang,opus-4.5,org.apache.commons.lang3.builder.MultilineRecursiveToStringStyle,88.95,74.99,6,70.67,96.4,2,3
lang,opus-4.5,org.apache.commons.lang3.builder.RecursiveToStringStyle,98.05,100.0,5,43.79,99.05,1,3
lang,opus-4.5,org.apache.commons.lang3.builder.ReflectionDiffBuilder,79.27,58.31,16,83.31,68.82,18,22
lang,opus-4.5,org.apache.commons.lang3.builder.ReflectionToStringBuilder,67.49,69.62,41,48.71,88.55,27,56
lang,opus-4.5,org.apache.commons.lang3.builder.StandardToStringStyle,65.14,70.31,8,42.7,72.53,6,14
lang,opus-4.5,org.apache.commons.lang3.builder.ToStringBuilder,57.8,56.5,25,74.73,60.24,15,20
lang,opus-4.5,org.apache.commons.lang3.builder.ToStringExclude,83.0,60.27,65,15.36,67.36,15,97
lang,opus-4.5,org.apache.commons.lang3.builder.ToStringStyle,98.05,77.76,2,68.04,78.69,2,3
lang,opus-4.5,org.apache.commons.lang3.builder.ToStringSummary,88.74,95.91,7,50.34,70.11,4,8
lang,opus-4.5,org.apache.commons.lang3.concurrent.BasicThreadFactory,98.05,96.01,6,58.95,77.37,3,5
lang,opus-4.5,org.apache.commons.lang3.concurrent.BackgroundInitializer,91.29,64.18,12,40.16,54.41,5,12
lang,opus-4.5,org.apache.commons.lang3.concurrent.CallableBackgroundInitializer,97.17,86.09,2,79.13,69.14,2,3
lang,opus-4.5,org.apache.commons.lang3.concurrent.ConcurrentException,69.39,65.63,9,56.16,77.05,6,11
lang,opus-4.5,org.apache.commons.lang3.concurrent.ConcurrentInitializer,72.86,61.46,2,84.35,96.02,3,3
lang,opus-4.5,org.apache.commons.lang3.concurrent.ConcurrentRuntimeException,90.48,89.0,3,42.97,64.98,2,4
lang,opus-4.5,org.apache.commons.lang3.concurrent.ConstantInitializer,98.05,98.76,3,76.34,88.83,2,2
lang,opus-4.5,org.apache.commons.lang3.concurrent.EventCountCircuitBreaker,88.13,0.0,12,61.33,90.57,7,12
lang,opus-4.5,org.apache.commons.lang3.concurrent.LazyInitializer,94.81,97.28,4,59.3,67.98,2,3
lang,opus-4.5,org.apache.commons.lang3.concurrent.Memoizer,81.86,91.84,3,62.78,83.47,3,4
lang,opus-4.5,org.apache.commons.lang3.concurrent.MultiBackgroundInitializer,93.96,84.37,19,64.55,76.02,17,26
lang,opus-4.5,org.apache.commons.lang3.concurrent.TimedSemaphore,67.97,63.74,6,47.37,75.04,2,4
lang,opus-4.5,org.apache.commons.lang3.concurrent.ThresholdCircuitBreaker,97.25,99.21,30,38.79,68.72,16,42
lang,opus-4.5,org.apache.commons.lang3.event.EventListenerSupport,96.37,91.9,26,46.97,60.64,16,33
lang,opus-4.5,org.apache.commons.lang3.event.EventUtils,88.65,66.62,25,54.81,78.11,18,33
lang,opus-4.5,org.apache.commons.lang3.exception.CloneFailedException,54.53,0.0,5,71.49,77.3,1,2
lang,opus-4.5,org.apache.commons.lang3.exception.ContextedException,98.05,84.32,3,79.51,82.82,2,2
lang,opus-4.5,org.apache.commons.lang3.exception.ContextedRuntimeException,90.77,84.73,5,41.25,82.35,1,3
lang,opus-4.5,org.apache.commons.lang3.exception.DefaultExceptionContext,75.03,57.39,3,42.44,84.39,1,2
lang,opus-4.5,org.apache.commons.lang3.exception.ExceptionContext,98.05,0.0,3,77.65,86.54,2,2
lang,opus-4.5,org.apache.commons.lang3.exception.ExceptionUtils,92.83,0.0,8,58.09,72.49,2,4
lang,opus-4.5,org.apache.commons.lang3.function.Failable,98.05,97.05,2,77.93,69.1,1,1
lang,opus-4.5,org.apache.commons.lang3.function.FailableBiConsumer,66.99,59.49,6,81.99,83.75,6,7
lang,opus-4.5,org.apache.commons.lang3.function.FailableBiFunction,92.38,87.66,5,57.79,80.13,3,5
lang,opus-4.5,org.apache.commons.lang3.function.FailableCallable,96.67,0.0,24,48.86,75.72,4,9
lang,opus-4.5,org.apache.commons.lang3.function.FailableConsumer,92.01,92.95,8,65.11,95.06,5,8
lang,opus-4.5,org.apache.commons.lang3.function.FailableFunction,75.65,77.85,48,63.19,74.41,15,24
lang,opus-4.5,org.apache.commons.lang3.function.FailablePredicate,77.27,0.0,2,62.78,66.7,1,2
lang,opus-4.5,org.apache.commons.lang3.math.Fraction,71.14,73.09,2,57.63,64.79,1,1
lang,opus-4.5,org.apache.commons.lang3.math.IEEE754rUtils,82.61,73.71,23,65.63,81.38,11,16
lang,opus-4.5,org.apache.commons.lang3.math.NumberUtils,70.27,61.26,20,57.36,75.37,7,13
lang,opus-4.5,org.apache.commons.lang3.mutable.Mutable,88.73,84.74,2,61.11,70.18,2,3
lang,opus-4.5,org.apache.commons.lang3.mutable.MutableBoolean,96.91,99.42,10,70.01,88.71,7,10
lang,opus-4.5,org.apache.commons.lang3.mutable.MutableByte,62.95,56.58,2,67.5,93.16,2,3
lang,opus-4.5,org.apache.commons.lang3.mutable.MutableDouble,67.43,0.0,9,46.65,73.55,4,9
lang,opus-4.5,org.apache.commons.lang3.mutable.MutableFloat,80.98,68.56,21,66.92,72.48,23,35
lang,opus-4.5,org.apache.commons.lang3.mutable.MutableInt,88.76,0.0,1,88.65,95.07,1,1
lang,opus-4.5,org.apache.commons.lang3.mutable.MutableLong,94.94,0.0,5,51.79,81.55,2,4
lang,opus-4.5,org.apache.commons.lang3.mutable.MutableObject,95.44,93.49,13,64.59,59.54,16,24
lang,opus-4.5,org.apache.commons.lang3.mutable.MutableShort,70.87,80.86,3,39.15,58.44,1,2
lang,opus-4.5,org.apache.commons.lang3.reflect.ConstructorUtils,94.1,72.76,19,70.35,100.0,11,15
lang,opus-4.5,org.apache.commons.lang3.reflect.FieldUtils,95.93,89.1,33,61.43,65.59,22,35
lang,opus-4.5,org.apache.commons.lang3.reflect.InheritanceUtils,80.14,67.57,25,64.1,87.32,11,17
lang,opus-4.5,org.apache.commons.lang3.reflect.MemberUtils,93.46,95.91,34,72.46,94.0,47,65
lang,opus-4.5,org.apache.commons.lang3.reflect.MethodUtils,73.45,91.23,3,47.95,81.42,1,2
lang,opus-4.5,org.apache.commons.lang3.reflect.TypeLiteral,97.71,82.92,2,70.73,87.92,1,2
lang,opus-4.5,org.apache.commons.lang3.reflect.TypeUtils,64.97,76.77,17,58.98,84.66,11,19
lang,opus-4.5,org.apache.commons.lang3.stream.Streams,68.5,0.0,27,45.71,68.98,5,11
lang,opus-4.5,org.apache.commons.lang3.stream.Streams.FailableStream,70.67,89.32,5,85.46,78.61,7,8
lang,opus-4.5,org.apache.commons.lang3.text.StrBuilder,97.48,100.0,8,75.96,55.14,5,6
lang,opus-4.5,org.apache.commons.lang3.text.StrLookup,94.78,80.97,15,42.68,59.82,9,21
lang,opus-4.5,org.apache.commons.lang3.text.StrMatcher,52.15,0.0,3,41.46,74.81,1,2
lang,opus-4.5,org.apache.commons.lang3.text.StrSubstitutor,88.66,73.21,7,24.35,78.68,2,10
lang,opus-4.5,org.apache.commons.lang3.text.StrTokenizer,85.03,59.26,4,69.3,100.0,3,4
lang,opus-4.5,org.apache.commons.lang3.time.DateFormatUtils,92.61,0.0,2,67.27,78.53,1,1
lang,opus-4.5,org.apache.commons.lang3.time.DateUtils,82.47,97.01,66,51.15,77.62,46,90
lang,opus-4.5,org.apache.commons.lang3.time.DurationFormatUtils,91.08,86.09,11,55.73,71.37,6,10
lang,opus-4.5,org.apache.commons.lang3.time.FastDateFormat,83.95,95.44,2,75.82,71.86,2,2
lang,opus-4.5,org.apache.commons.lang3.time.FastDateParser,69.33,54.19,6,47.03,83.84,1,3
lang,opus-4.5,org.apache.commons.lang3.time.FastDatePrinter,68.91,61.34,30,50.48,82.38,29,58
lang,opus-4.5,org.apache.commons.lang3.time.StopWatch,97.31,93.62,3,60.37,78.38,1,2
lang,opus-4.5,org.apache.commons.lang3.tuple.ImmutablePair,98.05,76.68,2,93.65,92.13,3,3
lang,opus-4.5,org.apache.commons.lang3.tuple.ImmutableTriple,88.92,57.02,2,48.47,64.78,1,3
lang,opus-4.5,org.apache.commons.lang3.tuple.MutablePair,98.05,100.0,31,65.16,90.98,29,45
lang,opus-4.5,org.apache.commons.lang3.tuple.MutableTriple,95.16,62.61,2,86.44,68.41,1,1
lang,opus-4.5,org.apache.commons.lang3.tuple.Pair,98.05,83.21,2,37.47,79.59,0,1
lang,opus-4.5,org.apache.commons.lang3.tuple.Triple,92.23,94.81,7,64.15,55.73,6,10
lang,gpt-5.1-codex-max,org.apache.commons.lang3.ArrayUtils,14.1,0.0,98,20.31,61.0,14,71
lang,gpt-5.1-codex-max,org.apache.commons.lang3.BooleanUtils,17.27,21.63,125,16.33,60.61,25,155
lang,gpt-5.1-codex-max,org.apache.commons.lang3.CharEncoding,31.63,14.33,3,8.66,89.16,0,3
lang,gpt-5.1-codex-max,org.apache.commons.lang3.CharRange,46.25,32.27,3,37.11,91.27,1,2
lang,gpt-5.1-codex-max,org.apache.commons.lang3.CharSequenceUtils,9.52,0.0,110,20.34,52.0,22,106
lang,gpt-5.1-codex-max,org.apache.commons.lang3.CharSet,15.29,8.14,3,24.62,57.32,1,3
lang,gpt-5.1-codex-max,org.apache.commons.lang3.CharSetUtils,20.75,0.0,23,35.4,81.51,8,23
lang,gpt-5.1-codex-max,org.apache.commons.lang3.CharUtils,9.52,0.0,3,0.89,51.69,0,1
lang,gpt-5.1-codex-max,org.apache.commons.lang3.ClassPathUtils,90.26,69.44,50,4.38,36.15,1,29
lang,gpt-5.1-codex-max,org.apache.commons.lang3.ClassUtils,95.92,84.66,23,52.53,65.56,8,15
lang,gpt-5.1-codex-max,org.apache.commons.lang3.Conversion,15.36,15.21,36,0.89,69.93,0,28
lang,gpt-5.1-codex-max,org.apache.commons.lang3.EnumUtils,38.83,2.9,24,10.65,61.67,3,25
lang,gpt-5.1-codex-max,org.apache.commons.lang3.JavaVersion,46.48,0.67,2,19.33,61.7,0,1
lang,gpt-5.1-codex-max,org.apache.commons.lang3.LocaleUtils,23.01,1.7,12,30.93,74.39,4,14
lang,gpt-5.1-codex-max,org.apache.commons.lang3.NotImplementedException,9.52,0.0,5,6.59,64.92,0,2
lang,gpt-5.1-codex-max,org.apache.commons.lang3.ObjectUtils,9.52,3.34,34,9.69,79.81,4,40
lang,gpt-5.1-codex-max,org.apache.commons.lang3.RandomStringUtils,9.52,0.0,59,18.77,57.01,17,89
lang,gpt-5.1-codex-max,org.apache.commons.lang3.RandomUtils,10.54,1.63,2,36.5,63.89,1,3
lang,gpt-5.1-codex-max,org.apache.commons.lang3.Range,18.19,0.0,3,28.53,53.55,1,2
lang,gpt-5.1-codex-max,org.apache.commons.lang3.RegExUtils,43.72,32.51,8,0.89,78.64,0,13
lang,gpt-5.1-codex-max,org.apache.commons.lang3.SerializationException,98.43,98.11,4,25.76,66.98,1,2
lang,gpt-5.1-codex-max,org.apache.commons.lang3.SerializationUtils,22.19,17.1,7,6.97,73.69,0,7
lang,gpt-5.1-codex-max,org.apache.commons.lang3.StringEscapeUtils,81.18,44.84,18,39.95,60.21,8,21
lang,gpt-5.1-codex-max,org.apache.commons.lang3.StringUtils,67.78,35.79,6,22.93,80.33,1,6
lang,gpt-5.1-codex-max,org.apache.commons.lang3.SystemProperties,37.22,14.68,16,5.65,84.94,1,22
lang,gpt-5.1-codex-max,org.apache.commons.lang3.SystemUtils,30.39,0.0,11,0.89,93.53,0,17
lang,gpt-5.1-codex-max,org.apache.commons.lang3.ThreadUtils,16.91,19.59,38,50.9,60.33,24,47
lang,gpt-5.1-codex-max,org.apache.commons.lang3.Validate,24.58,23.38,6,0.89,58.75,0,10
lang,gpt-5.1-codex-max,org.apache.commons.lang3.AnnotationUtils,25.13,2.72,37,1.01,66.64,0,25
