project_id,origin_id,class_name,line_coverage_pct,branch_coverage_pct,cyclomatic_complexity,mutation_coverage_pct,test_strength_pct,mutants_killed,mutants_total
collections,developer,org.apache.commons.collections4.functors.ChainedClosure,100.0,89.33,2,100.0,78.34,1,1
collections,developer,org.apache.commons.collections4.functors.ChainedTransformer,99.05,91.91,2,80.58,68.35,2,2
collections,developer,org.apache.commons.collections4.functors.ClosureTransformer,59.61,43.32,27,81.9,58.53,15,18
collections,developer,org.apache.commons.collections4.functors.ConstantFactory,80.39,73.85,22,84.04,97.03,27,32
collections,developer,org.apache.commons.collections4.functors.ConstantTransformer,79.57,94.43,31,65.11,63.95,22,34
collections,developer,org.apache.commons.collections4.functors.EqualPredicate,90.09,85.02,9,90.39,98.33,5,6
collections,developer,org.apache.commons.collections4.functors.ExceptionClosure,84.13,0.0,34,56.76,71.7,22,39
collections,developer,org.apache.commons.collections4.functors.ExceptionFactory,89.93,77.5,24,73.53,85.87,19,26
collections,developer,org.apache.commons.collections4.functors.ExceptionPredicate,76.46,57.16,3,63.94,73.51,1,2
collections,developer,org.apache.commons.collections4.functors.ExceptionTransformer,78.23,81.49,10,97.72,82.91,14,14
collections,developer,org.apache.commons.collections4.functors.FactoryTransformer,85.51,0.0,32,78.28,96.67,21,27
collections,developer,org.apache.commons.collections4.functors.FalsePredicate,78.98,61.87,19,81.51,88.32,20,25
collections,developer,org.apache.commons.collections4.functors.ForClosure,86.34,93.21,2,76.6,70.82,2,2
collections,developer,org.apache.commons.collections4.functors.FunctorUtils,74.56,73.63,11,94.28,95.46,16,17
collections,developer,org.apache.commons.collections4.functors.IfClosure,79.85,0.0,4,87.73,77.91,3,3
collections,developer,org.apache.commons.collections4.functors.IfTransformer,100.0,93.99,5,60.09,86.4,3,5
collections,developer,org.apache.commons.collections4.functors.InstanceofPredicate,60.22,60.13,6,56.91,61.57,1,2
collections,developer,org.apache.commons.collections4.functors.InstantiateFactory,76.0,81.24,85,55.41,72.97,57,103
collections,developer,org.apache.commons.collections4.functors.InstantiateTransformer,98.63,77.9,20,95.71,91.46,16,17
collections,developer,org.apache.commons.collections4.functors.InvokerTransformer,64.89,56.52,9,74.17,85.15,7,10
collections,developer,org.apache.commons.collections4.functors.MapTransformer,75.19,82.36,8,86.01,81.08,8,9
collections,developer,org.apache.commons.collections4.functors.NonePredicate,100.0,99.4,11,84.41,70.68,13,15
collections,developer,org.apache.commons.collections4.functors.NOPClosure,84.51,0.0,4,86.94,70.68,3,3
collections,developer,org.apache.commons.collections4.functors.NOPTransformer,98.79,0.0,6,100.0,89.85,4,4
collections,developer,org.apache.commons.collections4.functors.NotNullPredicate,97.37,88.35,22,67.89,72.61,13,19
collections,developer,org.apache.commons.collections4.functors.NotPredicate,74.49,62.84,25,99.69,87.1,40,40
collections,developer,org.apache.commons.collections4.functors.NullIsExceptionPredicate,97.68,84.89,18,82.99,65.58,21,25
collections,developer,org.apache.commons.collections4.functors.NullIsFalsePredicate,90.21,67.0,11,54.58,73.27,8,14
collections,developer,org.apache.commons.collections4.functors.NullIsTruePredicate,99.13,89.74,7,98.72,98.33,10,10
collections,developer,org.apache.commons.collections4.functors.NullPredicate,99.14,71.52,24,74.11,97.63,13,17
collections,developer,org.apache.commons.collections4.functors.OnePredicate,99.6,93.06,6,68.47,82.45,3,4
collections,developer,org.apache.commons.collections4.functors.OrPredicate,64.73,36.38,14,79.55,74.34,19,24
collections,developer,org.apache.commons.collections4.functors.PredicateDecorator,88.9,86.73,62,46.37,80.28,31,66
collections,developer,org.apache.commons.collections4.functors.PredicateTransformer,88.81,87.58,25,72.98,74.28,12,17
collections,developer,org.apache.commons.collections4.functors.PrototypeFactory,94.8,100.0,141,77.85,74.43,82,105
collections,developer,org.apache.commons.collections4.functors.SwitchClosure,80.1,57.93,20,97.64,89.39,22,23
collections,developer,org.apache.commons.collections4.functors.SwitchTransformer,80.95,76.83,41,46.6,70.52,20,42
collections,developer,org.apache.commons.collections4.functors.TransformerClosure,26.29,16.11,136,71.07,80.4,158,222
collections,developer,org.apache.commons.collections4.functors.TransformerPredicate,88.52,90.48,7,89.23,69.57,6,7
collections,developer,org.apache.commons.collections4.functors.TruePredicate,70.56,63.28,55,75.61,92.91,57,76
collections,developer,org.apache.commons.collections4.functors.UniquePredicate,93.66,70.23,33,86.66,82.65,44,51
collections,developer,org.apache.commons.collections4.functors.WhileClosure,100.0,100.0,5,65.26,72.41,3,4
collections,developer,org.apache.commons.collections4.iterators.AbstractEmptyIterator,89.91,75.44,61,91.53,83.38,85,93
collections,developer,org.apache.commons.collections4.iterators.ArrayIterator,98.89,100.0,6,76.5,80.4,5,6
collections,developer,org.apache.commons.collections4.iterators.ArrayListIterator,100.0,96.39,6,80.76,97.08,4,5
collections,developer,org.apache.commons.collections4.iterators.BoundedIterator,100.0,100.0,4,97.53,66.89,4,4
collections,developer,org.apache.commons.collections4.iterators.CollatingIterator,92.63,100.0,6,80.73,98.33,4,5
collections,developer,org.apache.commons.collections4.iterators.EmptyIterator,98.33,100.0,23,88.11,87.91,26,30
collections,developer,org.apache.commons.collections4.iterators.EnumerationIterator,100.0,96.04,12,80.65,85.32,10,13
collections,developer,org.apache.commons.collections4.iterators.FilterIterator,62.13,60.28,11,83.81,98.33,13,15
collections,developer,org.apache.commons.collections4.iterators.FilterListIterator,100.0,88.89,2,81.64,93.74,2,2
collections,developer,org.apache.commons.collections4.iterators.IteratorChain,74.32,87.74,10,85.7,74.8,6,7
collections,developer,org.apache.commons.collections4.iterators.IteratorEnumeration,74.24,55.79,2,90.58,91.48,1,1
collections,developer,org.apache.commons.collections4.iterators.ListIteratorWrapper,100.0,91.82,17,78.89,63.53,15,19
collections,developer,org.apache.commons.collections4.iterators.LoopingIterator,86.38,77.87,16,55.94,79.23,16,28
collections,developer,org.apache.commons.collections4.iterators.LoopingListIterator,100.0,100.0,3,94.88,89.05,2,2
collections,developer,org.apache.commons.collections4.iterators.ObjectArrayIterator,86.3,86.78,10,74.69,77.45,6,8
collections,developer,org.apache.commons.collections4.iterators.ObjectArrayListIterator,99.97,85.14,11,52.33,76.01,5,10
collections,developer,org.apache.commons.collections4.iterators.ObjectGraphIterator,100.0,81.37,7,82.99,93.45,3,4
collections,developer,org.apache.commons.collections4.iterators.PeekingIterator,68.78,56.67,75,73.15,82.6,50,69
collections,developer,org.apache.commons.collections4.iterators.PermutationIterator,100.0,100.0,2,81.0,67.71,2,2
collections,developer,org.apache.commons.collections4.iterators.PushbackIterator,100.0,100.0,5,54.13,70.42,3,5
collections,developer,org.apache.commons.collections4.iterators.ReverseListIterator,95.39,83.95,2,99.17,74.65,2,2
collections,developer,org.apache.commons.collections4.iterators.SingletonIterator,99.5,89.92,29,82.38,98.33,29,35
collections,developer,org.apache.commons.collections4.iterators.SkippingIterator,100.0,76.82,9,76.85,78.24,9,12
collections,developer,org.apache.commons.collections4.iterators.TransformIterator,91.1,86.27,20,82.17,98.33,10,12
collections,developer,org.apache.commons.collections4.iterators.UniqueFilterIterator,89.0,0.0,2,90.28,64.5,2,2
collections,developer,org.apache.commons.collections4.iterators.UnmodifiableIterator,76.34,81.44,5,88.85,82.94,4,5
collections,developer,org.apache.commons.collections4.iterators.UnmodifiableListIterator,86.08,86.83,5,97.61,91.89,6,6
collections,developer,org.apache.commons.collections4.iterators.ZippingIterator,98.6,61.61,8,72.61,56.74,6,8
collections,developer,org.apache.commons.collections4.keyvalue.AbstractKeyValue,94.43,86.08,36,53.74,92.42,17,31
collections,developer,org.apache.commons.collections4.keyvalue.AbstractMapEntry,94.84,91.66,4,73.13,86.77,1,2
collections,developer,org.apache.commons.collections4.keyvalue.DefaultKeyValue,100.0,87.44,20,73.06,82.96,9,12
collections,developer,org.apache.commons.collections4.keyvalue.DefaultMapEntry,100.0,0.0,1,97.49,73.81,1,1
collections,developer,org.apache.commons.collections4.keyvalue.MultiKey,100.0,100.0,2,82.32,98.33,2,2
collections,developer,org.apache.commons.collections4.keyvalue.TiedMapEntry,99.23,85.23,16,79.06,93.74,22,28
collections,developer,org.apache.commons.collections4.keyvalue.UnmodifiableMapEntry,100.0,95.8,5,100.0,84.49,8,8
collections,developer,org.apache.commons.collections4.list.AbstractLinkedList,100.0,82.56,14,71.51,59.56,7,10
collections,developer,org.apache.commons.collections4.list.AbstractListDecorator,100.0,80.01,4,81.1,86.64,3,4
collections,developer,org.apache.commons.collections4.list.CursorableLinkedList,99.32,89.24,29,84.84,95.18,40,47
collections,developer,org.apache.commons.collections4.list.FixedSizeList,83.52,88.27,48,65.53,78.39,47,72
collections,developer,org.apache.commons.collections4.list.GrowthList,80.27,80.94,33,46.21,74.47,26,57
collections,developer,org.apache.commons.collections4.list.LazyList,80.55,76.78,17,65.72,80.46,16,24
collections,developer,org.apache.commons.collections4.list.NodeCachingLinkedList,100.0,90.21,11,51.63,63.94,10,20
collections,developer,org.apache.commons.collections4.list.PredicatedList,82.76,65.77,25,61.9,78.52,17,28
collections,developer,org.apache.commons.collections4.list.SetUniqueList,84.41,73.4,5,68.07,98.33,2,3
collections,developer,org.apache.commons.collections4.list.SynchronizedList,98.95,79.53,5,79.24,98.33,4,5
collections,developer,org.apache.commons.collections4.list.TransformedList,66.53,0.0,2,68.71,73.84,1,1
collections,developer,org.apache.commons.collections4.list.TreeList,99.92,93.95,8,80.74,90.48,10,13
collections,developer,org.apache.commons.collections4.list.UnmodifiableList,97.87,0.0,11,85.27,83.98,9,10
collections,developer,org.apache.commons.collections4.map.AbstractHashedMap,44.13,43.84,71,83.8,63.32,66,79
collections,developer,org.apache.commons.collections4.map.AbstractInputCheckedMapDecorator,76.48,74.45,41,63.19,86.91,40,63
collections,developer,org.apache.commons.collections4.map.AbstractIterableMap,100.0,96.57,6,54.7,77.9,5,9
collections,developer,org.apache.commons.collections4.map.AbstractLinkedMap,53.28,23.5,11,71.44,94.23,6,8
collections,developer,org.apache.commons.collections4.map.AbstractMapDecorator,70.1,61.14,21,83.24,86.14,17,21
collections,developer,org.apache.commons.collections4.map.AbstractOrderedMapDecorator,77.98,86.54,57,80.88,83.99,45,56
collections,developer,org.apache.commons.collections4.map.CaseInsensitiveMap,70.46,66.82,18,74.58,98.33,11,15
collections,developer,org.apache.commons.collections4.map.CompositeMap,90.8,65.42,14,78.86,98.24,10,13
collections,developer,org.apache.commons.collections4.map.DefaultedMap,93.11,100.0,5,46.98,79.4,3,7
collections,developer,org.apache.commons.collections4.map.EntrySetToMapIteratorAdapter,71.73,69.4,4,69.31,63.89,3,4
collections,developer,org.apache.commons.collections4.map.FixedSizeMap,100.0,100.0,5,65.88,64.33,2,3
collections,developer,org.apache.commons.collections4.map.FixedSizeSortedMap,100.0,0.0,1,100.0,85.54,1,1
collections,developer,org.apache.commons.collections4.map.Flat3Map,72.57,74.25,34,89.11,79.39,26,29
collections,developer,org.apache.commons.collections4.map.HashedMap,100.0,74.84,7,78.5,83.77,7,9
collections,developer,org.apache.commons.collections4.map.IterableMap,100.0,100.0,2,95.25,96.72,1,1
collections,developer,org.apache.commons.collections4.map.LazyMap,100.0,90.38,4,82.92,90.65,4,5
collections,developer,org.apache.commons.collections4.map.LazySortedMap,73.76,57.01,3,73.52,84.83,1,1
collections,developer,org.apache.commons.collections4.map.LinkedMap,75.99,0.0,16,89.31,93.13,9,10
collections,developer,org.apache.commons.collections4.map.ListOrderedMap,98.71,82.85,31,93.86,59.08,51,54
collections,developer,org.apache.commons.collections4.map.MultiKeyMap,91.67,91.1,10,87.73,90.36,13,15
collections,developer,org.apache.commons.collections4.map.PassiveExpiringMap,100.0,98.84,11,68.96,83.23,7,10
collections,developer,org.apache.commons.collections4.map.PredicatedMap,59.23,64.2,12,83.68,88.32,14,17
collections,developer,org.apache.commons.collections4.map.PredicatedSortedMap,91.15,85.06,27,56.86,62.43,9,16
collections,developer,org.apache.commons.collections4.map.ReferenceIdentityMap,70.59,61.88,7,98.84,77.12,7,7
collections,developer,org.apache.commons.collections4.map.ReferenceMap,100.0,100.0,2,97.14,77.45,2,2
collections,developer,org.apache.commons.collections4.map.SingletonMap,88.79,82.6,5,79.79,73.42,6,7
collections,developer,org.apache.commons.collections4.map.StaticBucketMap,100.0,100.0,7,63.53,82.17,5,8
collections,developer,org.apache.commons.collections4.map.TransformedMap,92.83,0.0,8,77.98,83.53,7,9
collections,developer,org.apache.commons.collections4.map.TransformedSortedMap,68.38,63.88,3,95.73,98.33,3,3
collections,developer,org.apache.commons.collections4.map.UnmodifiableEntrySet,100.0,0.0,2,83.22,93.9,1,1
collections,developer,org.apache.commons.collections4.map.UnmodifiableMap,100.0,82.9,44,42.55,73.73,35,83
collections,developer,org.apache.commons.collections4.map.UnmodifiableOrderedMap,100.0,95.12,26,76.59,85.37,25,32
collections,developer,org.apache.commons.collections4.map.UnmodifiableSortedMap,100.0,94.12,8,65.92,83.74,6,9
collections,developer,org.apache.commons.collections4.multimap.AbstractListValuedMap,84.11,85.1,95,55.09,76.9,60,108
collections,developer,org.apache.commons.collections4.multimap.AbstractMultiValuedMap,100.0,100.0,8,84.6,90.12,11,13
collections,developer,org.apache.commons.collections4.multimap.AbstractSetValuedMap,58.38,0.0,18,71.66,85.14,9,12
collections,developer,org.apache.commons.collections4.multimap.ArrayListValuedHashMap,53.56,59.69,14,76.12,63.4,8,11
collections,developer,org.apache.commons.collections4.multimap.HashSetValuedHashMap,94.19,0.0,30,65.84,64.22,20,31
collections,developer,org.apache.commons.collections4.multimap.MultiValuedMap,100.0,94.39,18,70.56,72.9,18,26
collections,developer,org.apache.commons.collections4.multimap.TransformedMultiValuedMap,99.94,83.79,49,74.5,85.31,46,62
collections,developer,org.apache.commons.collections4.multimap.UnmodifiableMultiValuedMap,99.49,100.0,22,93.2,98.33,26,28
collections,developer,org.apache.commons.collections4.queue.CircularFifoQueue,100.0,94.57,3,100.0,98.33,2,2
collections,developer,org.apache.commons.collections4.queue.PredicatedQueue,80.84,76.97,4,89.66,85.31,2,2
collections,developer,org.apache.commons.collections4.queue.SynchronizedQueue,85.03,0.0,17,86.93,81.88,11,13
collections,developer,org.apache.commons.collections4.queue.TransformedQueue,100.0,63.12,24,96.85,81.84,17,18
collections,developer,org.apache.commons.collections4.queue.UnmodifiableQueue,100.0,0.0,1,96.5,70.8,1,1
collections,developer,org.apache.commons.collections4.set.AbstractNavigableSetDecorator,73.06,76.35,6,76.12,94.59,6,8
collections,developer,org.apache.commons.collections4.set.AbstractSerializableSetDecorator,100.0,94.21,2,100.0,59.26,3,3
collections,developer,org.apache.commons.collections4.set.CompositeSet,65.36,59.55,11,94.18,97.89,8,9
collections,developer,org.apache.commons.collections4.set.ListOrderedSet,100.0,100.0,3,49.05,71.23,2,5
collections,developer,org.apache.commons.collections4.set.MapBackedSet,38.09,37.31,10,82.88,86.39,7,9
collections,developer,org.apache.commons.collections4.set.PredicatedNavigableSet,100.0,100.0,16,60.42,80.32,8,14
collections,developer,org.apache.commons.collections4.set.PredicatedSet,80.09,0.0,6,77.09,85.78,2,2
collections,developer,org.apache.commons.collections4.set.PredicatedSortedSet,90.08,0.0,4,86.83,74.83,2,2
collections,developer,org.apache.commons.collections4.set.SynchronizedNavigableSet,100.0,0.0,2,100.0,60.84,2,2
collections,developer,org.apache.commons.collections4.set.SynchronizedSet,100.0,89.31,6,75.17,68.01,5,6
collections,developer,org.apache.commons.collections4.set.SynchronizedSortedSet,100.0,100.0,2,79.86,98.33,2,2
collections,developer,org.apache.commons.collections4.set.TransformedNavigableSet,98.13,92.39,6,66.83,92.51,4,6
collections,developer,org.apache.commons.collections4.set.TransformedSet,100.0,100.0,5,76.83,98.33,4,5
collections,developer,org.apache.commons.collections4.set.TransformedSortedSet,100.0,97.49,20,73.08,61.75,20,28
collections,developer,org.apache.commons.collections4.set.UnmodifiableNavigableSet,77.41,72.74,6,79.64,56.63,3,4
collections,developer,org.apache.commons.collections4.set.UnmodifiableSet,58.65,45.51,27,66.32,94.25,13,20
collections,developer,org.apache.commons.collections4.set.UnmodifiableSortedSet,100.0,90.86,26,64.26,98.33,29,45
collections,developer,org.apache.commons.collections4.trie.AbstractBitwiseTrie,100.0,72.61,22,70.75,98.33,21,30
collections,developer,org.apache.commons.collections4.trie.AbstractPatriciaTrie,100.0,98.46,22,96.23,98.33,15,16
collections,developer,org.apache.commons.collections4.trie.KeyAnalyzer,100.0,99.76,12,85.76,79.25,7,8
collections,developer,org.apache.commons.collections4.trie.PatriciaTrie,96.34,73.18,10,85.7,60.56,15,17
collections,developer,org.apache.commons.collections4.trie.UnmodifiableTrie,99.11,65.07,12,80.93,59.2,10,12
collections,developer,org.apache.commons.collections4.Bag,77.08,57.96,8,76.92,85.53,9,12
collections,developer,org.apache.commons.collections4.BidiMap,63.05,51.47,29,59.65,76.29,21,36
collections,developer,org.apache.commons.collections4.BoundedCollection,72.28,70.41,8,54.57,82.49,5,10
collections,developer,org.apache.commons.collections4.BoundedMap,100.0,100.0,2,95.68,98.33,3,3
collections,developer,org.apache.commons.collections4.Closure,100.0,91.78,25,74.48,87.11,22,30
collections,developer,org.apache.commons.collections4.CollectionUtils,89.94,64.87,101,51.87,68.79,83,160
collections,developer,org.apache.commons.collections4.ComparatorUtils,82.56,73.97,56,61.66,85.19,59,95
collections,developer,org.apache.commons.collections4.EnumerationUtils,79.75,73.33,6,57.47,65.32,3,6
collections,developer,org.apache.commons.collections4.Factory,82.68,62.85,36,43.28,98.33,25,57
collections,developer,org.apache.commons.collections4.FluentIterable,70.78,62.07,5,77.72,76.31,2,3
collections,developer,org.apache.commons.collections4.IterableUtils,91.38,86.18,4,86.74,83.34,3,4
collections,developer,org.apache.commons.collections4.IteratorUtils,98.55,100.0,3,78.59,93.25,2,2
collections,developer,org.apache.commons.collections4.KeyValue,55.71,49.24,44,49.55,76.11,24,49
collections,developer,org.apache.commons.collections4.ListUtils,99.37,82.75,7,69.56,80.69,6,8
collections,developer,org.apache.commons.collections4.MapIterator,100.0,100.0,5,54.2,70.94,3,6
collections,developer,org.apache.commons.collections4.MapUtils,100.0,85.54,47,94.82,87.21,81,85
collections,developer,org.apache.commons.collections4.MultiMapUtils,100.0,82.39,4,79.34,79.13,3,4
collections,developer,org.apache.commons.collections4.MultiSet,97.07,80.71,2,54.04,80.36,1,2
collections,developer,org.apache.commons.collections4.MultiSetUtils,100.0,72.26,8,97.73,98.33,11,11
collections,developer,org.apache.commons.collections4.MultiValuedMap,86.14,64.58,69,89.67,98.33,109,122
collections,developer,org.apache.commons.collections4.OrderedBidiMap,100.0,0.0,13,86.24,97.06,13,15
collections,developer,org.apache.commons.collections4.OrderedIterator,100.0,96.86,9,63.23,85.24,4,7
collections,developer,org.apache.commons.collections4.OrderedMap,97.17,92.8,20,92.09,73.17,17,19
collections,developer,org.apache.commons.collections4.OrderedMapIterator,100.0,0.0,8,64.99,43.92,3,4
collections,developer,org.apache.commons.collections4.Predicate,100.0,100.0,15,83.98,70.33,13,15
collections,developer,org.apache.commons.collections4.QueueUtils,87.86,69.87,4,59.75,73.96,3,5
collections,developer,org.apache.commons.collections4.SetUtils,84.19,78.07,14,72.43,77.43,14,19
collections,developer,org.apache.commons.collections4.SplitMapUtils,95.51,86.84,44,56.74,75.11,39,69
collections,developer,org.apache.commons.collections4.Transformer,67.89,59.52,16,68.34,74.68,10,15
collections,developer,org.apache.commons.collections4.Trie,100.0,100.0,11,51.98,65.12,7,14
collections,developer,org.apache.commons.collections4.TrieUtils,100.0,93.98,19,93.66,75.33,25,27
collections,opus-4.5,org.apache.commons.collections4.bag.AbstractBagDecorator,91.49,87.04,11,55.07,88.73,8,15
collections,opus-4.5,org.apache.commons.collections4.bag.AbstractMapBag,67.69,59.99,22,62.77,72.88,10,16
collections,opus-4.5,org.apache.commons.collections4.bag.AbstractSortedBagDecorator,100.0,89.81,3,35.26,87.13,1,2
collections,opus-4.5,org.apache.commons.collections4.bag.CollectionBag,87.27,73.52,4,60.13,90.55,2,4
collections,opus-4.5,org.apache.commons.collections4.bag.CollectionSortedBag,94.25,0.0,2,81.24,87.55,1,1
collections,opus-4.5,org.apache.commons.collections4.bag.HashBag,86.23,91.44,10,62.22,47.58,7,11
collections,opus-4.5,org.apache.commons.collections4.bag.PredicatedBag,39.16,1.13,57,46.72,79.45,22,48
collections,opus-4.5,org.apache.commons.collections4.bag.PredicatedSortedBag,80.95,62.87,16,56.31,88.76,5,9
collections,opus-4.5,org.apache.commons.collections4.bag.SynchronizedBag,45.27,47.93,12,69.02,71.48,10,15
collections,opus-4.5,org.apache.commons.collections4.bag.SynchronizedSortedBag,84.67,89.29,40,67.2,84.75,34,51
collections,opus-4.5,org.apache.commons.collections4.bag.TransformedBag,48.58,0.0,1,63.78,54.16,1,1
collections,opus-4.5,org.apache.commons.collections4.bag.TransformedSortedBag,63.36,46.2,2,77.89,80.07,2,3
collections,opus-4.5,org.apache.commons.collections4.bag.TreeBag,100.0,80.46,5,44.05,87.75,3,7
collections,opus-4.5,org.apache.commons.collections4.bag.UnmodifiableBag,64.39,0.0,3,51.68,79.85,2,3
collections,opus-4.5,org.apache.commons.collections4.bag.UnmodifiableSortedBag,72.61,0.0,3,54.21,75.73,1,1
collections,opus-4.5,org.apache.commons.collections4.bidimap.AbstractBidiMapDecorator,69.37,62.22,8,47.6,92.01,3,7
collections,opus-4.5,org.apache.commons.collections4.bidimap.AbstractDualBidiMap,77.62,76.37,6,48.81,77.73,2,5
collections,opus-4.5,org.apache.commons.collections4.bidimap.DualHashBidiMap,59.37,42.49,8,68.56,74.46,7,10
collections,opus-4.5,org.apache.commons.collections4.bidimap.DualLinkedHashBidiMap,78.49,51.34,6,33.66,66.84,1,3
collections,opus-4.5,org.apache.commons.collections4.bidimap.DualTreeBidiMap,77.19,65.96,4,57.37,77.28,2,3
collections,opus-4.5,org.apache.commons.collections4.bidimap.TreeBidiMap,83.89,62.47,2,41.44,81.9,0,1
collections,opus-4.5,org.apache.commons.collections4.bidimap.UnmodifiableBidiMap,89.76,94.1,6,33.92,83.28,2,6
collections,opus-4.5,org.apache.commons.collections4.bidimap.UnmodifiableOrderedBidiMap,68.35,0.0,2,81.41,88.51,2,2
collections,opus-4.5,org.apache.commons.collections4.bidimap.UnmodifiableSortedBidiMap,62.53,42.82,8,50.5,72.17,3,5
collections,opus-4.5,org.apache.commons.collections4.collection.AbstractCollectionDecorator,77.11,0.0,8,59.26,48.0,5,8
collections,opus-4.5,org.apache.commons.collections4.collection.CompositeCollection,65.62,39.98,5,58.59,73.23,1,2
collections,opus-4.5,org.apache.commons.collections4.collection.IndexedCollection,66.05,71.22,8,52.28,78.17,4,7
collections,opus-4.5,org.apache.commons.collections4.collection.PredicatedCollection,100.0,93.48,27,35.68,71.47,11,32
collections,opus-4.5,org.apache.commons.collections4.collection.SynchronizedCollection,75.51,0.0,4,60.09,87.59,2,3
collections,opus-4.5,org.apache.commons.collections4.collection.TransformedCollection,73.24,62.73,13,42.28,90.78,6,15
collections,opus-4.5,org.apache.commons.collections4.collection.UnmodifiableBoundedCollection,66.74,47.47,5,73.84,80.42,2,3
