project_id,origin_id,class_name,line_coverage_pct,branch_coverage_pct,cyclomatic_complexity,mutation_coverage_pct,test_strength_pct,mutants_killed,mutants_total
compress,developer,org.apache.commons.compress.archivers.dump.DumpArchiveInputStream,96.98,0.0,6,31.51,89.36,2,5
compress,developer,org.apache.commons.compress.archivers.dump.DumpArchiveSummary,4.49,0.0,5,47.31,45.66,2,4
compress,developer,org.apache.commons.compress.archivers.dump.InvalidFormatException,100.0,0.0,1,28.57,57.06,0,1
compress,developer,org.apache.commons.compress.archivers.dump.ShortFileException,100.0,77.91,2,56.69,71.02,1,2
compress,developer,org.apache.commons.compress.archivers.dump.TapeInputStream,39.47,0.0,17,56.89,82.17,5,9
compress,developer,org.apache.commons.compress.archivers.dump.UnrecognizedFormatException,69.67,63.49,2,46.88,64.62,1,3
compress,developer,org.apache.commons.compress.archivers.jar.JarArchiveEntry,57.6,51.88,3,16.08,50.79,0,2
compress,developer,org.apache.commons.compress.archivers.jar.JarArchiveInputStream,81.92,62.42,23,72.31,66.92,17,24
compress,developer,org.apache.commons.compress.archivers.jar.JarArchiveOutputStream,9.07,0.0,4,40.43,63.29,1,3
compress,developer,org.apache.commons.compress.archivers.sevenz.AES256SHA256Decoder,96.95,81.61,17,12.96,58.85,1,8
compress,developer,org.apache.commons.compress.archivers.sevenz.Archive,36.94,38.57,26,95.24,57.39,41,43
compress,developer,org.apache.commons.compress.archivers.sevenz.BindPair,45.8,41.21,7,51.79,55.15,7,13
compress,developer,org.apache.commons.compress.archivers.sevenz.Coder,65.1,48.87,2,69.11,53.23,1,2
compress,developer,org.apache.commons.compress.archivers.sevenz.Coders,40.97,0.0,27,4.15,73.53,1,30
compress,developer,org.apache.commons.compress.archivers.sevenz.DeltaDecoder,13.32,14.88,10,61.12,54.92,4,6
compress,developer,org.apache.commons.compress.archivers.sevenz.Folder,72.44,57.95,16,18.71,52.25,3,14
compress,developer,org.apache.commons.compress.archivers.sevenz.LZMA2Decoder,43.65,40.9,31,15.24,56.28,5,34
compress,developer,org.apache.commons.compress.archivers.sevenz.SevenZArchiveEntry,52.8,59.38,17,47.08,44.53,8,17
compress,developer,org.apache.commons.compress.archivers.sevenz.SevenZFile,21.13,2.57,10,53.5,45.57,6,12
compress,developer,org.apache.commons.compress.archivers.sevenz.SevenZOutputFile,47.99,0.0,17,56.91,45.12,6,11
compress,developer,org.apache.commons.compress.archivers.sevenz.SevenZMethod,82.99,92.98,6,34.78,71.07,2,7
compress,developer,org.apache.commons.compress.archivers.sevenz.SevenZMethodConfiguration,36.28,38.96,18,60.16,55.77,19,31
compress,developer,org.apache.commons.compress.archivers.sevenz.StartHeader,89.66,77.75,9,10.09,54.56,1,11
compress,developer,org.apache.commons.compress.archivers.sevenz.StreamMap,70.34,53.73,2,47.47,79.76,0,1
compress,developer,org.apache.commons.compress.archivers.tar.TarArchiveEntry,38.66,35.86,17,7.96,47.95,1,10
compress,developer,org.apache.commons.compress.archivers.tar.TarArchiveInputStream,62.27,0.0,14,28.23,56.96,3,9
compress,developer,org.apache.commons.compress.archivers.tar.TarArchiveOutputStream,45.47,20.13,61,28.35,54.58,14,50
compress,developer,org.apache.commons.compress.archivers.tar.TarConstants,60.27,33.31,8,26.11,70.44,3,11
compress,developer,org.apache.commons.compress.archivers.tar.TarUtils,93.29,79.39,12,29.89,54.59,3,10
compress,developer,org.apache.commons.compress.archivers.zip.AsiExtraField,91.43,94.17,5,49.26,58.06,2,5
compress,developer,org.apache.commons.compress.archivers.zip.BinaryTree,69.04,42.18,33,21.94,43.74,5,23
compress,developer,org.apache.commons.compress.archivers.zip.BitStream,100.0,99.08,4,26.95,33.97,1,2
compress,developer,org.apache.commons.compress.archivers.zip.CircularBuffer,100.0,100.0,6,58.5,61.2,5,9
compress,developer,org.apache.commons.compress.archivers.zip.ExplodingInputStream,100.0,99.57,2,72.12,72.48,1,2
compress,developer,org.apache.commons.compress.archivers.zip.ExtraFieldUtils,74.87,72.8,9,61.47,64.6,6,10
compress,developer,org.apache.commons.compress.archivers.zip.GeneralPurposeBit,96.56,85.46,9,54.04,57.95,7,13
compress,developer,org.apache.commons.compress.archivers.zip.JarMarker,11.62,0.0,13,32.47,60.27,5,14
compress,developer,org.apache.commons.compress.archivers.zip.ParallelScatterZipCreator,84.1,70.08,41,65.02,83.28,29,44
compress,developer,org.apache.commons.compress.archivers.zip.ScatterZipOutputStream,100.0,100.0,8,37.72,60.37,4,10
compress,developer,org.apache.commons.compress.archivers.zip.StreamCompressor,6.18,2.58,10,24.85,55.87,3,12
compress,developer,org.apache.commons.compress.archivers.zip.UnixStat,100.0,90.4,3,58.85,55.44,2,3
compress,developer,org.apache.commons.compress.archivers.zip.UnrecognizedExtraField,30.21,26.99,4,48.13,53.31,1,3
compress,developer,org.apache.commons.compress.archivers.zip.UnshrinkingInputStream,73.81,65.01,4,88.57,35.09,3,3
compress,developer,org.apache.commons.compress.archivers.zip.UnsupportedZipFeatureException,100.0,95.31,3,59.31,63.2,3,5
compress,developer,org.apache.commons.compress.archivers.zip.X000A_NTFS,46.65,0.0,3,36.41,52.11,1,2
compress,developer,org.apache.commons.compress.archivers.zip.X0014_X509Certificates,24.27,0.0,5,0.0,74.16,0,5
compress,developer,org.apache.commons.compress.archivers.zip.X5455_ExtendedTimestamp,69.8,57.53,3,56.44,49.08,1,2
compress,developer,org.apache.commons.compress.archivers.zip.X7875_NewUnix,100.0,85.03,11,44.18,69.73,7,15
compress,developer,org.apache.commons.compress.archivers.zip.ZipArchiveEntry,4.21,0.0,23,43.31,70.54,13,31
compress,developer,org.apache.commons.compress.archivers.zip.ZipArchiveInputStream,32.88,0.0,7,26.01,61.35,1,3
compress,developer,org.apache.commons.compress.archivers.zip.ZipArchiveOutputStream,100.0,74.5,23,74.37,55.71,22,29
compress,developer,org.apache.commons.compress.archivers.zip.ZipEncodingHelper,41.42,17.03,92,57.67,62.72,60,104
compress,developer,org.apache.commons.compress.archivers.zip.ZipFile,49.81,0.0,36,0.8,52.62,0,22
compress,developer,org.apache.commons.compress.archivers.zip.ZipLong,52.97,0.0,66,47.38,38.16,26,55
compress,developer,org.apache.commons.compress.archivers.zip.ZipMethod,4.21,0.0,6,51.71,38.36,5,9
compress,developer,org.apache.commons.compress.archivers.zip.ZipShort,72.73,0.0,8,47.47,53.51,3,7
compress,developer,org.apache.commons.compress.archivers.zip.ZipSplitReadOnlySeekableByteChannel,95.83,98.5,8,67.5,66.0,6,9
compress,developer,org.apache.commons.compress.archivers.zip.ZipUtil,16.08,0.0,3,39.67,42.55,0,1
compress,developer,org.apache.commons.compress.changes.Change,55.46,34.46,3,31.79,72.37,1,2
compress,developer,org.apache.commons.compress.changes.ChangeSet,4.21,0.0,13,56.66,47.7,7,12
compress,developer,org.apache.commons.compress.changes.ChangeSetPerformer,29.49,40.93,7,68.77,47.36,4,6
compress,developer,org.apache.commons.compress.changes.ChangeSetResults,73.65,52.11,11,24.47,42.3,3,11
compress,developer,org.apache.commons.compress.compressors.CompressorException,16.24,0.0,5,33.79,47.36,1,3
compress,developer,org.apache.commons.compress.compressors.CompressorInputStream,85.41,90.97,3,17.88,45.68,1,3
compress,developer,org.apache.commons.compress.compressors.CompressorOutputStream,17.03,9.79,14,30.14,53.02,5,18
compress,developer,org.apache.commons.compress.compressors.CompressorStreamFactory,42.44,27.63,2,56.43,55.7,1,2
compress,developer,org.apache.commons.compress.compressors.bzip2.BZip2CompressorInputStream,73.3,60.25,23,15.46,70.52,6,37
compress,developer,org.apache.commons.compress.compressors.bzip2.BZip2CompressorOutputStream,84.19,0.0,19,38.76,63.2,5,12
compress,developer,org.apache.commons.compress.compressors.bzip2.BlockSort,100.0,80.54,12,42.05,46.36,8,19
compress,developer,org.apache.commons.compress.compressors.bzip2.CRC,60.18,0.0,10,45.87,73.15,2,5
compress,developer,org.apache.commons.compress.compressors.bzip2.Rand,92.91,0.0,2,63.95,47.18,1,1
compress,developer,org.apache.commons.compress.compressors.deflate.DeflateCompressorInputStream,100.0,84.13,11,31.48,52.07,2,7
compress,developer,org.apache.commons.compress.compressors.deflate.DeflateCompressorOutputStream,88.12,50.04,10,22.18,52.36,2,9
compress,developer,org.apache.commons.compress.compressors.deflate.DeflateParameters,40.96,0.0,1,72.12,47.66,1,1
compress,developer,org.apache.commons.compress.compressors.gzip.GzipCompressorInputStream,53.39,37.5,22,48.34,50.2,6,12
compress,developer,org.apache.commons.compress.compressors.gzip.GzipCompressorOutputStream,55.2,47.72,4,6.96,59.65,0,2
compress,developer,org.apache.commons.compress.compressors.gzip.GzipParameters,66.85,48.82,2,37.7,77.68,0,1
compress,developer,org.apache.commons.compress.compressors.lz4.BlockLZ4CompressorInputStream,83.12,59.05,4,70.57,57.99,2,3
compress,developer,org.apache.commons.compress.compressors.lz4.BlockLZ4CompressorOutputStream,48.6,48.65,6,96.09,76.35,8,8
compress,developer,org.apache.commons.compress.compressors.lz4.FramedLZ4CompressorInputStream,60.34,49.22,4,46.11,51.23,2,5
compress,developer,org.apache.commons.compress.compressors.lz4.FramedLZ4CompressorOutputStream,29.0,0.0,8,37.4,58.87,3,7
compress,developer,org.apache.commons.compress.compressors.lzma.LZMACompressorInputStream,43.55,37.05,7,32.03,60.93,2,7
compress,developer,org.apache.commons.compress.compressors.lzma.LZMACompressorOutputStream,83.46,60.99,10,63.26,67.92,7,11
compress,developer,org.apache.commons.compress.compressors.snappy.FramedSnappyCompressorInputStream,33.13,33.8,2,48.94,71.7,1,3
compress,developer,org.apache.commons.compress.compressors.snappy.FramedSnappyCompressorOutputStream,62.23,57.51,7,67.34,53.02,4,6
compress,developer,org.apache.commons.compress.compressors.snappy.PureJavaCrc32C,14.23,0.0,1,57.73,45.15,1,1
compress,developer,org.apache.commons.compress.compressors.snappy.SnappyCompressorInputStream,100.0,100.0,14,67.88,54.1,17,25
compress,developer,org.apache.commons.compress.compressors.xz.XZCompressorInputStream,15.12,20.25,20,41.85,45.56,13,31
compress,developer,org.apache.commons.compress.compressors.xz.XZCompressorOutputStream,47.52,45.67,5,45.88,21.65,3,7
compress,developer,org.apache.commons.compress.compressors.z.ZCompressorInputStream,5.27,0.0,11,47.91,56.87,5,11
compress,developer,org.apache.commons.compress.compressors.zstandard.ZstdCompressorInputStream,93.13,88.74,3,10.86,61.83,0,4
compress,developer,org.apache.commons.compress.compressors.zstandard.ZstdCompressorOutputStream,70.49,63.45,26,37.4,62.86,8,22
compress,developer,org.apache.commons.compress.parallel.InputStreamSupplier,17.16,0.0,1,63.81,58.22,1,1
compress,developer,org.apache.commons.compress.parallel.ScatterGatherBackingStore,31.83,0.0,6,54.12,76.68,4,7
compress,developer,org.apache.commons.compress.parallel.ScatterGatherBackingStoreSupplier,25.62,0.0,11,68.16,65.73,9,13
compress,developer,org.apache.commons.compress.utils.ArchiveUtils,10.44,6.76,18,24.15,53.22,3,13
compress,developer,org.apache.commons.compress.utils.BitInputStream,65.83,47.87,15,32.86,47.44,8,24
compress,developer,org.apache.commons.compress.utils.BoundedArchiveInputStream,85.24,65.48,7,30.4,52.54,3,9
compress,developer,org.apache.commons.compress.utils.BoundedInputStream,50.44,37.44,9,72.81,51.49,6,8
compress,developer,org.apache.commons.compress.utils.ByteUtils,35.09,35.24,17,19.7,79.05,2,9
compress,developer,org.apache.commons.compress.utils.Charsets,56.66,43.59,36,0.0,67.9,0,22
compress,developer,org.apache.commons.compress.utils.ChecksumCalculatingInputStream,36.39,40.63,8,14.84,76.81,2,11
compress,developer,org.apache.commons.compress.utils.ChecksumVerifyingInputStream,96.69,78.54,31,26.04,70.15,7,27
compress,developer,org.apache.commons.compress.utils.CountingInputStream,54.0,45.74,47,55.9,56.96,15,26
compress,developer,org.apache.commons.compress.utils.CountingOutputStream,68.53,67.89,46,47.11,69.27,33,70
compress,developer,org.apache.commons.compress.utils.FileNameUtils,74.61,49.29,91,76.81,43.83,76,99
compress,developer,org.apache.commons.compress.utils.FixedLengthBlockOutputStream,64.98,0.0,1,40.61,56.87,0,1
compress,developer,org.apache.commons.compress.utils.IOUtils,29.37,35.54,42,20.91,67.47,13,61
compress,developer,org.apache.commons.compress.utils.InputStreamStatistics,59.67,41.47,21,45.06,66.52,10,22
compress,developer,org.apache.commons.compress.utils.Iterators,94.93,88.31,32,47.12,33.32,17,36
compress,developer,org.apache.commons.compress.utils.Lists,62.97,52.87,10,39.56,56.13,5,13
compress,developer,org.apache.commons.compress.utils.MultiReadOnlySeekableByteChannel,72.77,0.0,5,63.52,54.03,3,5
compress,developer,org.apache.commons.compress.utils.OsgiUtils,42.12,28.58,34,41.82,61.57,25,59
compress,developer,org.apache.commons.compress.utils.SeekableInMemoryByteChannel,85.77,65.73,45,48.02,60.16,35,72
compress,developer,org.apache.commons.compress.utils.ServiceLoaderIterator,74.34,75.28,11,62.15,57.1,11,18
compress,developer,org.apache.commons.compress.utils.Sets,4.21,0.0,10,22.79,64.88,4,18
compress,opus-4.5,org.apache.commons.compress.archivers.ArchiveEntry,100.0,0.0,8,29.11,58.0,1,5
compress,opus-4.5,org.apache.commons.compress.archivers.ArchiveException,72.24,57.18,43,38.58,47.39,23,59
compress,opus-4.5,org.apache.commons.compress.archivers.ArchiveInputStream,68.77,39.76,9,58.04,68.77,8,13
compress,opus-4.5,org.apache.commons.compress.archivers.ArchiveOutputStream,63.63,24.67,4,43.16,76.97,2,4
compress,opus-4.5,org.apache.commons.compress.archivers.ArchiveStreamFactory,80.47,81.42,8,61.36,69.04,6,9
compress,opus-4.5,org.apache.commons.compress.archivers.Lister,45.63,25.22,7,53.75,61.68,2,4
compress,opus-4.5,org.apache.commons.compress.archivers.ar.ArArchiveEntry,58.64,54.83,9,37.61,50.79,3,7
compress,opus-4.5,org.apache.commons.compress.archivers.ar.ArArchiveInputStream,100.0,94.91,37,46.06,27.25,18,39
compress,opus-4.5,org.apache.commons.compress.archivers.ar.ArArchiveOutputStream,73.54,63.25,2,43.71,69.02,0,1
compress,opus-4.5,org.apache.commons.compress.archivers.arj.ArjArchiveEntry,98.19,83.03,2,81.71,61.99,2,3
compress,opus-4.5,org.apache.commons.compress.archivers.arj.ArjArchiveInputStream,68.73,51.85,11,58.3,56.59,10,17
compress,opus-4.5,org.apache.commons.compress.archivers.arj.LocalFileHeader,42.96,37.32,11,17.6,73.89,2,10
compress,opus-4.5,org.apache.commons.compress.archivers.arj.MainHeader,81.88,65.57,24,68.08,30.89,18,26
compress,opus-4.5,org.apache.commons.compress.archivers.cpio.CpioArchiveEntry,64.98,35.84,6,63.44,63.07,1,2
compress,opus-4.5,org.apache.commons.compress.archivers.cpio.CpioArchiveInputStream,61.99,46.22,10,42.4,65.24,6,14
compress,opus-4.5,org.apache.commons.compress.archivers.cpio.CpioArchiveOutputStream,73.33,76.45,12,41.7,40.87,6,15
compress,opus-4.5,org.apache.commons.compress.archivers.cpio.CpioConstants,70.84,76.82,3,35.17,51.19,1,3
compress,opus-4.5,org.apache.commons.compress.archivers.cpio.CpioUtil,91.21,81.07,4,43.68,64.95,2,5
compress,opus-4.5,org.apache.commons.compress.archivers.dump.DumpArchiveConstants,90.8,81.63,2,66.26,55.06,1,1
compress,opus-4.5,org.apache.commons.compress.archivers.dump.DumpArchiveEntry,78.24,0.0,1,73.14,49.03,1,1
compress,opus-4.5,org.apache.commons.compress.archivers.dump.DumpArchiveInputStream,51.23,50.55,13,38.6,53.66,3,8
compress,opus-4.5,org.apache.commons.compress.archivers.dump.DumpArchiveSummary,75.91,79.09,3,70.68,63.34,2,3
compress,opus-4.5,org.apache.commons.compress.archivers.dump.InvalidFormatException,87.5,100.0,3,74.23,59.45,1,2
compress,opus-4.5,org.apache.commons.compress.archivers.dump.ShortFileException,85.71,68.14,2,50.96,52.05,1,1
compress,opus-4.5,org.apache.commons.compress.archivers.dump.TapeInputStream,73.13,46.71,14,42.11,63.31,7,17
compress,opus-4.5,org.apache.commons.compress.archivers.dump.UnrecognizedFormatException,53.78,56.53,2,49.25,55.19,1,2
compress,opus-4.5,org.apache.commons.compress.archivers.jar.JarArchiveEntry,63.85,57.1,3,51.1,64.66,2,3
compress,opus-4.5,org.apache.commons.compress.archivers.jar.JarArchiveInputStream,100.0,0.0,10,40.7,60.27,4,11
compress,opus-4.5,org.apache.commons.compress.archivers.jar.JarArchiveOutputStream,68.99,52.52,3,70.06,38.54,2,3
compress,opus-4.5,org.apache.commons.compress.archivers.sevenz.AES256SHA256Decoder,65.19,46.25,19,21.0,61.86,5,25
compress,opus-4.5,org.apache.commons.compress.archivers.sevenz.Archive,97.34,97.92,25,50.64,64.44,14,27
compress,opus-4.5,org.apache.commons.compress.archivers.sevenz.BindPair,57.48,35.55,9,69.87,56.33,6,9
compress,opus-4.5,org.apache.commons.compress.archivers.sevenz.Coder,96.45,82.98,2,78.06,54.7,1,1
compress,opus-4.5,org.apache.commons.compress.archivers.sevenz.Coders,59.16,41.68,52,21.7,62.26,13,61
compress,opus-4.5,org.apache.commons.compress.archivers.sevenz.DeltaDecoder,46.36,34.0,11,53.05,73.1,7,14
compress,opus-4.5,org.apache.commons.compress.archivers.sevenz.Folder,32.61,18.37,9,21.16,74.25,1,6
compress,opus-4.5,org.apache.commons.compress.archivers.sevenz.LZMA2Decoder,7.85,0.0,26,71.17,46.11,17,24
compress,opus-4.5,org.apache.commons.compress.archivers.sevenz.SevenZArchiveEntry,80.16,67.77,37,26.88,45.35,16,60
compress,opus-4.5,org.apache.commons.compress.archivers.sevenz.SevenZFile,100.0,89.9,13,27.32,60.82,3,11
compress,opus-4.5,org.apache.commons.compress.archivers.sevenz.SevenZOutputFile,100.0,100.0,23,57.01,63.01,19,34
compress,opus-4.5,org.apache.commons.compress.archivers.sevenz.SevenZMethod,100.0,76.86,7,30.48,48.73,1,4
compress,opus-4.5,org.apache.commons.compress.archivers.sevenz.SevenZMethodConfiguration,72.06,51.84,17,56.76,71.22,12,21
compress,opus-4.5,org.apache.commons.compress.archivers.sevenz.StartHeader,90.52,77.62,7,11.27,80.61,1,9
compress,opus-4.5,org.apache.commons.compress.archivers.sevenz.StreamMap,80.42,73.43,2,65.59,57.05,2,3
compress,opus-4.5,org.apache.commons.compress.archivers.tar.TarArchiveEntry,50.61,30.8,21,44.37,64.95,8,18
compress,opus-4.5,org.apache.commons.compress.archivers.tar.TarArchiveInputStream,43.1,24.74,28,28.5,64.4,11,38
compress,opus-4.5,org.apache.commons.compress.archivers.tar.TarArchiveOutputStream,44.26,54.88,47,33.94,52.61,12,35
compress,opus-4.5,org.apache.commons.compress.archivers.tar.TarConstants,26.0,0.0,4,26.77,61.78,1,3
compress,opus-4.5,org.apache.commons.compress.archivers.tar.TarUtils,65.06,62.17,20,59.07,35.81,15,25
compress,opus-4.5,org.apache.commons.compress.archivers.zip.AsiExtraField,90.45,74.88,11,60.44,61.85,7,12
compress,opus-4.5,org.apache.commons.compress.archivers.zip.BinaryTree,43.24,15.16,44,49.17,42.28,29,59
compress,opus-4.5,org.apache.commons.compress.archivers.zip.BitStream,85.27,68.08,4,48.11,66.03,3,6
compress,opus-4.5,org.apache.commons.compress.archivers.zip.CircularBuffer,88.45,89.21,6,70.16,66.23,4,6
compress,opus-4.5,org.apache.commons.compress.archivers.zip.ExplodingInputStream,95.32,68.83,4,50.14,59.86,3,5
compress,opus-4.5,org.apache.commons.compress.archivers.zip.ExtraFieldUtils,100.0,88.76,6,59.38,30.57,2,4
compress,opus-4.5,org.apache.commons.compress.archivers.zip.GeneralPurposeBit,28.89,30.36,12,50.47,62.45,8,16
compress,opus-4.5,org.apache.commons.compress.archivers.zip.JarMarker,88.46,77.15,37,46.83,58.67,21,45
compress,opus-4.5,org.apache.commons.compress.archivers.zip.ParallelScatterZipCreator,100.0,100.0,28,53.18,55.23,12,22
compress,opus-4.5,org.apache.commons.compress.archivers.zip.ScatterZipOutputStream,82.66,75.83,10,37.03,66.06,5,14
compress,opus-4.5,org.apache.commons.compress.archivers.zip.StreamCompressor,82.82,67.05,8,69.86,35.26,4,6
compress,opus-4.5,org.apache.commons.compress.archivers.zip.UnixStat,79.32,50.83,4,71.07,50.18,4,5
compress,opus-4.5,org.apache.commons.compress.archivers.zip.UnrecognizedExtraField,100.0,100.0,5,64.35,77.38,2,3
compress,opus-4.5,org.apache.commons.compress.archivers.zip.UnshrinkingInputStream,33.91,0.0,1,70.74,53.29,1,1
compress,opus-4.5,org.apache.commons.compress.archivers.zip.UnsupportedZipFeatureException,93.55,94.94,5,34.56,66.46,1,4
compress,opus-4.5,org.apache.commons.compress.archivers.zip.X000A_NTFS,68.21,71.23,6,42.64,51.42,3,8
compress,opus-4.5,org.apache.commons.compress.archivers.zip.X0014_X509Certificates,86.16,82.04,16,56.5,79.52,6,11
compress,opus-4.5,org.apache.commons.compress.archivers.zip.X5455_ExtendedTimestamp,100.0,79.66,3,63.89,80.35,1,2
compress,opus-4.5,org.apache.commons.compress.archivers.zip.X7875_NewUnix,66.83,0.0,4,49.33,49.36,1,3
compress,opus-4.5,org.apache.commons.compress.archivers.zip.ZipArchiveEntry,87.01,62.9,12,40.52,49.03,9,21
compress,opus-4.5,org.apache.commons.compress.archivers.zip.ZipArchiveInputStream,58.39,50.22,13,62.98,80.31,6,10
compress,opus-4.5,org.apache.commons.compress.archivers.zip.ZipArchiveOutputStream,60.94,37.03,19,24.45,69.94,3,13
compress,opus-4.5,org.apache.commons.compress.archivers.zip.ZipEncodingHelper,43.82,29.59,113,15.9,42.78,24,148
compress,opus-4.5,org.apache.commons.compress.archivers.zip.ZipFile,19.48,2.08,82,20.2,61.34,23,115
compress,opus-4.5,org.apache.commons.compress.archivers.zip.ZipLong,50.55,0.0,33,62.05,77.01,14,22
compress,opus-4.5,org.apache.commons.compress.archivers.zip.ZipMethod,61.04,41.39,10,56.2,68.51,7,12
compress,opus-4.5,org.apache.commons.compress.archivers.zip.ZipShort,68.65,57.98,23,41.72,62.6,10,23
compress,opus-4.5,org.apache.commons.compress.archivers.zip.ZipSplitReadOnlySeekableByteChannel,87.14,78.06,7,49.61,64.19,6,13
compress,opus-4.5,org.apache.commons.compress.archivers.zip.ZipUtil,70.6,60.6,7,28.05,73.49,1,4
compress,opus-4.5,org.apache.commons.compress.changes.Change,89.62,62.55,2,73.21,51.34,1,1
compress,opus-4.5,org.apache.commons.compress.changes.ChangeSet,12.29,0.0,13,30.54,41.98,2,7
compress,opus-4.5,org.apache.commons.compress.changes.ChangeSetPerformer,97.88,86.19,5,44.64,84.53,2,5
compress,opus-4.5,org.apache.commons.compress.changes.ChangeSetResults,51.0,17.24,8,65.01,67.31,3,4
compress,opus-4.5,org.apache.commons.compress.compressors.CompressorException,100.0,78.7,3,51.37,66.91,2,4
compress,opus-4.5,org.apache.commons.compress.compressors.CompressorInputStream,87.15,69.92,4,70.93,60.91,4,6
compress,opus-4.5,org.apache.commons.compress.compressors.CompressorOutputStream,41.33,0.0,5,39.96,57.62,1,2
compress,opus-4.5,org.apache.commons.compress.compressors.CompressorStreamFactory,100.0,95.89,2,34.64,44.29,0,1
compress,opus-4.5,org.apache.commons.compress.compressors.bzip2.BZip2CompressorInputStream,82.78,84.79,23,29.3,72.11,5,16
compress,opus-4.5,org.apache.commons.compress.compressors.bzip2.BZip2CompressorOutputStream,77.44,63.2,53,54.28,68.92,48,88
compress,opus-4.5,org.apache.commons.compress.compressors.bzip2.BlockSort,61.88,28.88,13,39.56,57.0,4,10
compress,opus-4.5,org.apache.commons.compress.compressors.bzip2.CRC,72.94,74.26,17,77.94,50.23,14,18
compress,opus-4.5,org.apache.commons.compress.compressors.bzip2.Rand,56.03,46.49,3,76.02,61.63,2,3
compress,opus-4.5,org.apache.commons.compress.compressors.deflate.DeflateCompressorInputStream,99.45,83.66,15,35.19,78.65,4,10
compress,opus-4.5,org.apache.commons.compress.compressors.deflate.DeflateCompressorOutputStream,85.69,89.68,9,43.12,50.37,3,6
compress,opus-4.5,org.apache.commons.compress.compressors.deflate.DeflateParameters,100.0,90.38,3,67.09,54.85,3,5
compress,opus-4.5,org.apache.commons.compress.compressors.gzip.GzipCompressorInputStream,100.0,82.78,35,62.34,27.51,22,36
compress,opus-4.5,org.apache.commons.compress.compressors.gzip.GzipCompressorOutputStream,100.0,83.27,6,41.41,53.77,5,12
compress,opus-4.5,org.apache.commons.compress.compressors.gzip.GzipParameters,56.11,0.0,1,60.58,57.8,1,1
compress,opus-4.5,org.apache.commons.compress.compressors.lz4.BlockLZ4CompressorInputStream,100.0,91.27,3,50.04,70.49,1,2
compress,opus-4.5,org.apache.commons.compress.compressors.lz4.BlockLZ4CompressorOutputStream,100.0,97.29,5,58.95,75.22,5,9
compress,opus-4.5,org.apache.commons.compress.compressors.lz4.FramedLZ4CompressorInputStream,89.21,89.13,8,55.88,70.23,5,9
compress,opus-4.5,org.apache.commons.compress.compressors.lz4.FramedLZ4CompressorOutputStream,84.44,60.99,9,26.21,43.6,2,8
compress,opus-4.5,org.apache.commons.compress.compressors.lzma.LZMACompressorInputStream,25.16,20.47,5,39.89,69.41,2,6
compress,opus-4.5,org.apache.commons.compress.compressors.lzma.LZMACompressorOutputStream,58.52,61.31,17,19.42,58.3,4,22
compress,opus-4.5,org.apache.commons.compress.compressors.snappy.FramedSnappyCompressorInputStream,100.0,97.72,2,56.34,63.48,1,2
compress,opus-4.5,org.apache.commons.compress.compressors.snappy.FramedSnappyCompressorOutputStream,56.34,54.3,9,58.96,64.4,4,7
