GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
Apache Commons BCEL,org.apache.bcel.generic,LMUL,16,4,0,0,6,2,1,1,1,1
Apache Commons BCEL,org.apache.bcel.generic,CASTORE,16,4,0,0,6,2,1,1,1,1
Apache Commons BCEL,org.apache.bcel.generic,SIPUSH,63,0,0,0,20,0,8,0,8,0
Apache Commons BCEL,org.apache.bcel.generic,GETFIELD,53,0,0,0,16,0,5,0,5,0
Apache Commons BCEL,org.apache.bcel.generic,BASTORE,16,4,0,0,6,2,1,1,1,1
Apache Commons BCEL,org.apache.bcel.generic,BREAKPOINT,4,5,0,0,2,2,1,1,1,1
Apache Commons BCEL,org.apache.bcel.generic,LCONST,38,24,1,3,11,7,5,2,4,1
Apache Commons BCEL,org.apache.bcel.generic,JSR,81,0,4,0,25,0,7,0,5,0
Apache Commons BCEL,org.apache.bcel.generic,POP2,13,4,0,0,5,2,1,1,1,1
Apache Commons BCEL,org.apache.bcel.generic,AALOAD,16,4,0,0,6,2,1,1,1,1
Apache Commons BCEL,org.apache.bcel.generic,FSUB,16,4,0,0,6,2,1,1,1,1
Apache Commons BCEL,org.apache.bcel.generic,InstructionConst,0,940,0,0,0,230,0,2,0,2
Apache Commons BCEL,org.apache.bcel.generic,AASTORE,16,4,0,0,6,2,1,1,1,1
Apache Commons BCEL,org.apache.bcel.generic,ConstantPoolGen,1039,391,87,13,186,64,78,21,25,19
Apache Commons BCEL,org.apache.bcel.generic,DCMPL,15,5,0,0,6,2,2,1,2,1
Apache Commons BCEL,org.apache.bcel.generic,InstructionFactory.MethodObject,0,15,0,0,0,6,0,1,0,1
Apache Commons BCEL,org.apache.bcel.generic,LDC2_W,80,0,6,0,19,0,9,0,5,0
Apache Commons BCEL,org.apache.bcel.generic,DSTORE,18,0,0,0,7,0,3,0,3,0
Apache Commons BCEL,org.apache.bcel.generic,I2C,16,4,0,0,6,2,1,1,1,1
Apache Commons BCEL,org.apache.bcel.generic,I2B,16,4,0,0,6,2,1,1,1,1
Apache Commons BCEL,org.apache.bcel.generic,I2D,16,4,0,0,6,2,1,1,1,1
Apache Commons BCEL,org.apache.bcel.generic,I2F,16,4,0,0,6,2,1,1,1,1
Apache Commons BCEL,org.apache.bcel.generic,FLOAD,18,0,0,0,7,0,3,0,3,0
Apache Commons BCEL,org.apache.bcel.generic,I2L,16,4,0,0,6,2,1,1,1,1
Apache Commons BCEL,org.apache.bcel.generic,I2S,16,4,0,0,6,2,1,1,1,1
Apache Commons BCEL,org.apache.bcel.generic,FieldGen,486,7,54,0,115,2,57,2,28,2
Apache Commons BCEL,org.apache.bcel.generic,FieldGen.new BCELComparator() {...},41,3,12,0,2,1,8,1,2,1
Apache Commons BCEL,org.apache.bcel.generic,GotoInstruction,8,0,0,0,4,0,2,0,2,0
Apache Commons BCEL,org.apache.bcel.generic,InstructionConstants.Clinit,3,0,0,0,2,0,1,0,1,0
Apache Commons BCEL,org.apache.bcel.generic,MethodGen.new BCELComparator() {...},41,3,12,0,2,1,8,1,2,1
Apache Commons BCEL,org.apache.bcel.generic,INVOKEDYNAMIC,112,0,0,0,29,0,8,0,8,0
Apache Commons BCEL,org.apache.bcel.generic,RET,118,0,12,0,34,0,16,0,10,0
Apache Commons BCEL,org.apache.bcel.generic,LXOR,16,4,0,0,6,2,1,1,1,1
Apache Commons BCEL,org.apache.bcel.generic,IfInstruction,8,0,0,0,4,0,2,0,2,0
Apache Commons BCEL,org.apache.bcel.generic,DCMPG,15,5,0,0,6,2,2,1,2,1
Apache Commons BCEL,org.apache.bcel.generic,Type.new ReferenceType() {...},0,3,0,0,0,1,0,1,0,1
Apache Commons BCEL,org.apache.bcel.generic,Type.new Type() {...},0,5,0,0,0,1,0,1,0,1
Apache Commons BCEL,org.apache.bcel.generic,JSR_W,45,0,0,0,17,0,5,0,5,0
Apache Commons BCEL,org.apache.bcel.generic,CodeExceptionGen,198,0,16,0,42,0,23,0,15,0
Apache Commons BCEL,org.apache.bcel.generic,CHECKCAST,58,0,4,0,17,0,7,0,5,0
Apache Commons BCEL,org.apache.bcel.generic,LocalVariableInstruction,215,46,39,3,47,14,33,2,10,2
Apache Commons BCEL,org.apache.bcel.generic,LLOAD,18,0,0,0,7,0,3,0,3,0
Apache Commons BCEL,org.apache.bcel.generic,StoreInstruction,21,6,0,0,8,2,2,1,2,1
Apache Commons BCEL,org.apache.bcel.generic,LDIV,19,11,0,0,7,3,1,2,1,2
Apache Commons BCEL,org.apache.bcel.generic,ANEWARRAY,58,0,4,0,17,0,7,0,5,0
Apache Commons BCEL,org.apache.bcel.generic,LREM,19,11,0,0,7,3,1,2,1,2
Apache Commons BCEL,org.apache.bcel.generic,LADD,16,4,0,0,6,2,1,1,1,1
Apache Commons BCEL,org.apache.bcel.generic,INVOKEVIRTUAL,66,0,0,0,18,0,5,0,5,0
Apache Commons BCEL,org.apache.bcel.generic,BranchInstruction,256,0,22,0,59,0,29,0,18,0
Apache Commons BCEL,org.apache.bcel.generic,TargetLostException,0,10,0,0,0,4,0,2,0,2
Apache Commons BCEL,org.apache.bcel.generic,IALOAD,16,4,0,0,6,2,1,1,1,1
Apache Commons BCEL,org.apache.bcel.generic,INEG,16,4,0,0,6,2,1,1,1,1
Apache Commons BCEL,org.apache.bcel.generic,DMUL,16,4,0,0,6,2,1,1,1,1
Apache Commons BCEL,org.apache.bcel.generic,IFNONNULL,27,0,0,0,10,0,4,0,4,0
Apache Commons BCEL,org.apache.bcel.generic,ReferenceType,400,10,120,0,78,4,65,2,5,2
Apache Commons BCEL,org.apache.bcel.generic,ARRAYLENGTH,10,12,0,0,4,3,1,2,1,2
Apache Commons BCEL,org.apache.bcel.generic,ClassGen,823,7,58,0,183,2,83,2,54,2
Apache Commons BCEL,org.apache.bcel.generic,FRETURN,16,4,0,0,6,2,1,1,1,1
Apache Commons BCEL,org.apache.bcel.generic,F2D,16,4,0,0,6,2,1,1,1,1
Apache Commons BCEL,org.apache.bcel.generic,IAND,16,4,0,0,6,2,1,1,1,1
Apache Commons BCEL,org.apache.bcel.generic,AnnotationEntryGen,710,0,68,0,156,0,54,0,20,0
Apache Commons BCEL,org.apache.bcel.generic,BasicType,60,12,16,2,14,3,16,1,3,1
Apache Commons BCEL,org.apache.bcel.generic,LSHL,16,4,0,0,6,2,1,1,1,1
Apache Commons BCEL,org.apache.bcel.generic,F2I,16,4,0,0,6,2,1,1,1,1
Apache Commons BCEL,org.apache.bcel.generic,F2L,16,4,0,0,6,2,1,1,1,1
Apache Commons BCEL,org.apache.bcel.generic,BranchHandle,77,0,2,0,21,0,10,0,9,0
Apache Commons BCEL,org.apache.bcel.generic,LSHR,16,4,0,0,6,2,1,1,1,1
Apache Commons BCEL,org.apache.bcel.generic,MULTIANEWARRAY,145,0,6,0,32,0,14,0,11,0
Apache Commons BCEL,org.apache.bcel.generic,DRETURN,16,4,0,0,6,2,1,1,1,1
Apache Commons BCEL,org.apache.bcel.generic,ArithmeticInstruction,28,5,5,0,9,2,6,1,2,1
Apache Commons BCEL,org.apache.bcel.generic,DLOAD,18,0,0,0,7,0,3,0,3,0
Apache Commons BCEL,org.apache.bcel.generic,ASTORE,12,6,0,0,5,2,2,1,2,1
Apache Commons BCEL,org.apache.bcel.generic,LineNumberGen,90,0,4,0,22,0,12,0,10,0
Apache Commons BCEL,org.apache.bcel.generic,DASTORE,16,4,0,0,6,2,1,1,1,1
Apache Commons BCEL,org.apache.bcel.generic,FieldOrMethod,144,0,8,0,32,0,12,0,8,0
Apache Commons BCEL,org.apache.bcel.generic,ARETURN,16,4,0,0,6,2,1,1,1,1
Apache Commons BCEL,org.apache.bcel.generic,LSTORE,18,0,0,0,7,0,3,0,3,0
Apache Commons BCEL,org.apache.bcel.generic,LDC_W,18,0,0,0,8,0,3,0,3,0
Apache Commons BCEL,org.apache.bcel.generic,DUP2_X1,7,4,0,0,3,2,1,1,1,1
Apache Commons BCEL,org.apache.bcel.generic,DUP2_X2,7,4,0,0,3,2,1,1,1,1
Apache Commons BCEL,org.apache.bcel.generic,PUTSTATIC,49,0,0,0,16,0,5,0,5,0
Apache Commons BCEL,org.apache.bcel.generic,IMPDEP1,4,5,0,0,2,2,1,1,1,1
Apache Commons BCEL,org.apache.bcel.generic,IMPDEP2,4,5,0,0,2,2,1,1,1,1
Apache Commons BCEL,org.apache.bcel.generic,LCMP,15,5,0,0,6,2,2,1,2,1
Apache Commons BCEL,org.apache.bcel.generic,MethodGen,2024,7,250,0,432,2,208,2,83,2
Apache Commons BCEL,org.apache.bcel.generic,GOTO,82,0,4,0,26,0,7,0,5,0
Apache Commons BCEL,org.apache.bcel.generic,PUTFIELD,55,0,0,0,16,0,5,0,5,0
Apache Commons BCEL,org.apache.bcel.generic,FASTORE,16,4,0,0,6,2,1,1,1,1
Apache Commons BCEL,org.apache.bcel.generic,NEW,48,0,0,0,14,0,5,0,5,0
Apache Commons BCEL,org.apache.bcel.generic,ClassGenException,5,7,0,0,2,4,1,2,1,2
Apache Commons BCEL,org.apache.bcel.generic,LUSHR,16,4,0,0,6,2,1,1,1,1
Apache Commons BCEL,org.apache.bcel.generic,TABLESWITCH,157,0,8,0,37,0,9,0,5,0
Apache Commons BCEL,org.apache.bcel.generic,ISUB,16,4,0,0,6,2,1,1,1,1
Apache Commons BCEL,org.apache.bcel.generic,D2F,16,4,0,0,6,2,1,1,1,1
Apache Commons BCEL,org.apache.bcel.generic,Select,428,0,32,0,91,0,43,0,27,0
Apache Commons BCEL,org.apache.bcel.generic,D2I,16,4,0,0,6,2,1,1,1,1
Apache Commons BCEL,org.apache.bcel.generic,D2L,16,4,0,0,6,2,1,1,1,1
Apache Commons BCEL,org.apache.bcel.generic,InstructionHandle,257,0,28,0,69,0,41,0,27,0
Apache Commons BCEL,org.apache.bcel.generic,FMUL,16,4,0,0,6,2,1,1,1,1
Apache Commons BCEL,org.apache.bcel.generic,LNEG,16,4,0,0,6,2,1,1,1,1
Apache Commons BCEL,org.apache.bcel.generic,GOTO_W,45,0,0,0,17,0,5,0,5,0
Apache Commons BCEL,org.apache.bcel.generic,DDIV,16,4,0,0,6,2,1,1,1,1
Apache Commons BCEL,org.apache.bcel.generic,DREM,16,4,0,0,6,2,1,1,1,1
Apache Commons BCEL,org.apache.bcel.generic,IUSHR,16,4,0,0,6,2,1,1,1,1
Apache Commons BCEL,org.apache.bcel.generic,IF_ICMPLE,27,0,0,0,10,0,4,0,4,0
Apache Commons BCEL,org.apache.bcel.generic,LDC,176,0,16,0,49,0,22,0,10,0
Apache Commons BCEL,org.apache.bcel.generic,INVOKESPECIAL,66,0,0,0,18,0,5,0,5,0
Apache Commons BCEL,org.apache.bcel.generic,IF_ICMPLT,27,0,0,0,10,0,4,0,4,0
Apache Commons BCEL,org.apache.bcel.generic,FieldGenOrMethodGen,126,0,4,0,37,0,20,0,18,0
Apache Commons BCEL,org.apache.bcel.generic,DUP,13,4,0,0,5,2,1,1,1,1
Apache Commons BCEL,org.apache.bcel.generic,SWAP,13,4,0,0,5,2,1,1,1,1
Apache Commons BCEL,org.apache.bcel.generic,ArrayInstruction,41,5,9,0,14,2,11,1,3,1
Apache Commons BCEL,org.apache.bcel.generic,ArrayType,145,0,17,0,32,0,18,0,9,0
Apache Commons BCEL,org.apache.bcel.generic,LAND,16,4,0,0,6,2,1,1,1,1
Apache Commons BCEL,org.apache.bcel.generic,LOOKUPSWITCH,133,0,4,0,34,0,7,0,5,0
Apache Commons BCEL,org.apache.bcel.generic,EmptyVisitor,181,3,0,0,181,2,181,1,181,1
Apache Commons BCEL,org.apache.bcel.generic,EnumElementValueGen,146,0,4,0,29,0,12,0,10,0
Apache Commons BCEL,org.apache.bcel.generic,DADD,16,4,0,0,6,2,1,1,1,1
Apache Commons BCEL,org.apache.bcel.generic,LoadInstruction,21,6,0,0,8,2,2,1,2,1
Apache Commons BCEL,org.apache.bcel.generic,RETURN,16,4,0,0,6,2,1,1,1,1
Apache Commons BCEL,org.apache.bcel.generic,AnnotationElementValueGen,74,0,2,0,17,0,8,0,7,0
Apache Commons BCEL,org.apache.bcel.generic,POP,13,4,0,0,5,2,1,1,1,1
Apache Commons BCEL,org.apache.bcel.generic,InstructionList,1799,26,201,2,417,9,168,2,66,2
Apache Commons BCEL,org.apache.bcel.generic,CPInstruction,118,0,6,0,27,0,12,0,9,0
Apache Commons BCEL,org.apache.bcel.generic,LASTORE,16,4,0,0,6,2,1,1,1,1
Apache Commons BCEL,org.apache.bcel.generic,BALOAD,16,4,0,0,6,2,1,1,1,1
Apache Commons BCEL,org.apache.bcel.generic,FieldInstruction,44,0,0,0,9,0,7,0,7,0
Apache Commons BCEL,org.apache.bcel.generic,DUP2,13,4,0,0,5,2,1,1,1,1
Apache Commons BCEL,org.apache.bcel.generic,IF_ICMPGE,27,0,0,0,10,0,4,0,4,0
Apache Commons BCEL,org.apache.bcel.generic,IASTORE,16,4,0,0,6,2,1,1,1,1
Apache Commons BCEL,org.apache.bcel.generic,ElementValuePairGen,107,0,2,0,26,0,10,0,9,0
Apache Commons BCEL,org.apache.bcel.generic,ACONST_NULL,15,5,0,0,6,2,2,1,2,1
Apache Commons BCEL,org.apache.bcel.generic,LALOAD,16,4,0,0,6,2,1,1,1,1
Apache Commons BCEL,org.apache.bcel.generic,IF_ICMPGT,27,0,0,0,10,0,4,0,4,0
Apache Commons BCEL,org.apache.bcel.generic,MONITOREXIT,10,12,0,0,4,3,1,2,1,2
Apache Commons BCEL,org.apache.bcel.generic,JsrInstruction,53,0,10,0,16,0,9,0,4,0
Apache Commons BCEL,org.apache.bcel.generic,IRETURN,16,4,0,0,6,2,1,1,1,1
Apache Commons BCEL,org.apache.bcel.generic,SWITCH,253,0,24,0,58,0,18,0,6,0
Apache Commons BCEL,org.apache.bcel.generic,LocalVariableGen,308,0,32,0,68,0,39,0,23,0
Apache Commons BCEL,org.apache.bcel.generic,DCONST,38,24,1,3,11,7,5,2,4,1
Apache Commons BCEL,org.apache.bcel.generic,FDIV,16,4,0,0,6,2,1,1,1,1
Apache Commons BCEL,org.apache.bcel.generic,InstructionList.new Iterator() {...},39,0,4,0,9,0,6,0,4,0
Apache Commons BCEL,org.apache.bcel.generic,FREM,16,4,0,0,6,2,1,1,1,1
Apache Commons BCEL,org.apache.bcel.generic,InstructionConstants,247,0,0,0,122,0,1,0,1,0
Apache Commons BCEL,org.apache.bcel.generic,InstructionFactory,1155,198,191,1,225,3,181,2,41,2
Apache Commons BCEL,org.apache.bcel.generic,IF_ICMPEQ,27,0,0,0,10,0,4,0,4,0
Apache Commons BCEL,org.apache.bcel.generic,ClassElementValueGen,73,0,2,0,19,0,9,0,8,0
Apache Commons BCEL,org.apache.bcel.generic,LSUB,16,4,0,0,6,2,1,1,1,1
Apache Commons BCEL,org.apache.bcel.generic,SALOAD,16,4,0,0,6,2,1,1,1,1
Apache Commons BCEL,org.apache.bcel,ExceptionConstants,102,0,0,0,26,0,1,0,1,0
Apache Commons BCEL,org.apache.bcel,Repository,112,0,2,0,33,0,24,0,23,0
Apache Commons BCEL,org.apache.bcel,ExceptionConst,42,105,6,0,8,28,7,2,2,2
Apache Commons BCEL,org.apache.bcel,Constants,459,0,0,0,13,0,1,0,1,0
Apache Commons BCEL,org.apache.bcel,ExceptionConst.EXCS,33,0,0,0,6,0,1,0,1,0
Apache Commons BCEL,org.apache.bcel,Const,40,6233,0,0,9,22,9,7,9,7
Apache Commons BCEL,org.apache.bcel.verifier.structurals,GenericArray,3,3,0,0,1,2,1,1,1,1
Apache Commons BCEL,org.apache.bcel.verifier.structurals,Subroutines.ColourConstants,21,0,0,0,2,0,1,0,1,0
Apache Commons BCEL,org.apache.bcel.verifier.structurals,Pass3bVerifier,726,0,80,0,126,0,45,0,5,0
Apache Commons BCEL,org.apache.bcel.verifier.structurals,Subroutines,648,0,72,0,113,0,44,0,8,0
Apache Commons BCEL,org.apache.bcel.verifier.structurals,ExceptionHandlers,79,0,6,0,13,0,7,0,4,0
Apache Commons BCEL,org.apache.bcel.verifier.structurals,ExceptionHandler,19,0,0,0,7,0,4,0,4,0
Apache Commons BCEL,org.apache.bcel.verifier.structurals,Frame,101,2,6,0,24,1,13,1,10,1
Apache Commons BCEL,org.apache.bcel.verifier.structurals,LocalVariables,365,0,50,0,58,0,37,0,12,0
Apache Commons BCEL,org.apache.bcel.verifier.structurals,ExecutionVisitor,1760,3,100,0,501,2,206,1,156,1
Apache Commons BCEL,org.apache.bcel.verifier.structurals,InstConstraintVisitor,6520,8,684,0,942,3,521,2,179,2
Apache Commons BCEL,org.apache.bcel.verifier.structurals,ControlFlowGraph,109,0,6,0,20,0,10,0,7,0
Apache Commons BCEL,org.apache.bcel.verifier.structurals,Pass3bVerifier.InstructionContextQueue,55,0,0,0,13,0,7,0,7,0
Apache Commons BCEL,org.apache.bcel.verifier.structurals,ControlFlowGraph.InstructionContextImpl,533,0,50,0,110,0,41,0,16,0
Apache Commons BCEL,org.apache.bcel.verifier.structurals,Subroutines.SubroutineImpl,572,0,62,0,112,0,45,0,14,0
Apache Commons BCEL,org.apache.bcel.verifier.structurals,UninitializedObjectType,37,0,2,0,8,0,5,0,4,0
Apache Commons BCEL,org.apache.bcel.verifier.structurals,OperandStack,447,0,50,0,75,0,44,0,19,0
Apache Commons BCEL,org.apache.bcel.verifier.exc,ClassConstraintException,5,7,0,0,2,4,1,2,1,2
Apache Commons BCEL,org.apache.bcel.verifier.exc,LoadingException,0,7,0,0,0,4,0,2,0,2
Apache Commons BCEL,org.apache.bcel.verifier.exc,StaticCodeConstraintException,0,4,0,0,0,2,0,1,0,1
Apache Commons BCEL,org.apache.bcel.verifier.exc,StructuralCodeConstraintException,0,7,0,0,0,4,0,2,0,2
Apache Commons BCEL,org.apache.bcel.verifier.exc,LinkingConstraintException,0,3,0,0,0,2,0,1,0,1
Apache Commons BCEL,org.apache.bcel.verifier.exc,VerificationException,5,7,0,0,2,4,1,2,1,2
Apache Commons BCEL,org.apache.bcel.verifier.exc,LocalVariableInfoInconsistentException,0,7,0,0,0,4,0,2,0,2
Apache Commons BCEL,org.apache.bcel.verifier.exc,Utility,3,0,0,0,1,0,1,0,1,0
Apache Commons BCEL,org.apache.bcel.verifier.exc,AssertionViolatedException,76,3,6,0,18,2,8,1,5,1
Apache Commons BCEL,org.apache.bcel.verifier.exc,CodeConstraintException,0,7,0,0,0,4,0,2,0,2
Apache Commons BCEL,org.apache.bcel.verifier.exc,InvalidMethodException,0,4,0,0,0,2,0,1,0,1
Apache Commons BCEL,org.apache.bcel.verifier.exc,StaticCodeInstructionConstraintException,0,4,0,0,0,2,0,1,0,1
Apache Commons BCEL,org.apache.bcel.verifier.exc,StaticCodeInstructionOperandConstraintException,0,4,0,0,0,2,0,1,0,1
Apache Commons BCEL,org.apache.bcel.verifier.exc,VerifierConstraintViolatedException,36,13,6,0,11,6,5,3,2,3
Apache Commons BCEL,org.apache.bcel.verifier,GraphicalVerifier,19,58,2,2,8,13,3,1,1,1
